Campaign type,Campaign,Status,Country,Profile,Portfolio,Target type,Daily Budget,Current Budget,Bidding Strategy,SP Off-site Ads Strategy,Labels,Budget group,Impressions(Current period),Impressions(Comparison period),Impressions(Sequential growth rate),Clicks(Current period),Clicks(Comparison period),Clicks(Sequential growth rate),CTR(Current period),CTR(Comparison period),CTR(Sequential growth rate),Spend(Current period),Spend(Comparison period),Spend(Sequential growth rate),CPC(Current period),CPC(Comparison period),CPC(Sequential growth rate),Orders(Current period),Orders(Comparison period),Orders(Sequential growth rate),Sales(Current period),Sales(Comparison period),Sales(Sequential growth rate),Units(Current period),Units(Comparison period),Units(Sequential growth rate),CVR(Current period),CVR(Comparison period),CVR(Sequential growth rate),ACOS(Current period),ACOS(Comparison period),ACOS(Sequential growth rate),ROAS(Current period),ROAS(Comparison period),ROAS(Sequential growth rate),CPA(Current period),CPA(Comparison period),CPA(Sequential growth rate),Sales Same SKU(Current period),Sales Same SKU(Comparison period),Sales Same SKU(Sequential growth rate),Sales Other SKU(Current period),Sales Other SKU(Comparison period),Sales Other SKU(Sequential growth rate),Orders Same SKU(Current period),Orders Same SKU(Comparison period),Orders Same SKU(Sequential growth rate),Orders Other SKU(Current period),Orders Other SKU(Comparison period),Orders Other SKU(Sequential growth rate),Units Same SKU(Current period),Units Same SKU(Comparison period),Units Same SKU(Sequential growth rate),Units Other SKU(Current period),Units Other SKU(Comparison period),Units Other SKU(Sequential growth rate)
sponsoredProducts,"[Dumb bass 20oz] [fishing gifts for dad] [b,p]",Paused,US,NewEleven,B0CY4MC1GJ_TUMBLER 20_DON'T BE A DUMB BASS BLACK_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,361,45,7.0222,4,0,4,0.0111,0,1.11,7,0,7,1.75,--,--,2,0,2,54.98,0,54.98,2,0,2,0.5,--,--,0.1273,--,--,7.85,--,--,3.5,0,3.5,54.98,0,54.98,0,0,0,2,0,2,--,--,--,2,0,2,--,--,--
sponsoredProducts,[Dumb bass 20oz] [fishing gifts] [ex],Paused,US,NewEleven,B0CY4MC1GJ_TUMBLER 20_DON'T BE A DUMB BASS BLACK_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,5,28,-0.8214,0,2,-1,0,0.0714,-1,0,1.5,-1,--,0.75,--,0,2,-1,0,54.98,-1,0,2,-1,--,1,--,--,0.0273,--,--,36.65,--,0,0.75,-1,0,54.98,-1,0,0,0,0,2,-1,--,--,--,0,2,-1,--,--,--
sponsoredProducts,"[Have plan in garage 20oz] [gifts for son] [b,p]",Paused,US,NewEleven,B0CHJ1V1RR_TUMBLER 20_I CANT I HAVE PLAN IN THE GARAGE BLACK_THILE,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1676,2341,-0.2841,6,6,0,0.0036,0.0026,0.3846,11.31,11.19,0.0107,1.89,1.87,0.0107,0,3,-1,0,59.94,-1,0,3,-1,0,0.5,-1,--,0.1867,--,0,5.36,-1,0,3.73,-1,0,59.94,-1,0,0,0,0,3,-1,--,--,--,0,3,-1,--,--,--
sponsoredProducts,"[Have plan in garage 20oz] [gifts for dad] [b,p] 1",Paused,US,NewEleven,B0CHJ1V1RR_TUMBLER 20_I CANT I HAVE PLAN IN THE GARAGE BLACK_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1372,1099,0.2484,7,6,0.1667,0.0051,0.0055,-0.0727,10.5,9,0.1667,1.5,1.5,0,3,1,2,59.94,19.98,2,3,1,2,0.4286,0.1667,1.5711,0.1752,0.4505,-0.6111,5.71,2.22,1.5721,3.5,9,-0.6111,59.94,19.98,2,0,0,0,3,1,2,--,--,--,3,1,2,--,--,--
sponsoredProducts,"[Have plan in garage 20oz] [gifts for men] [b,p] 1",Paused,US,NewEleven,B0CHJ1V1RR_TUMBLER 20_I CANT I HAVE PLAN IN THE GARAGE BLACK_THILE,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1449,530,1.734,9,8,0.125,0.0062,0.0151,-0.5894,13.5,11.27,0.1979,1.5,1.41,0.0638,1,0,1,19.98,0,19.98,1,0,1,0.1111,0,11.11,0.6757,--,--,1.48,0,1.48,13.5,0,13.5,19.98,0,19.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"[Teacher era CF] [gifts for teachers] [b,p]",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,533,714,-0.2535,5,9,-0.4444,0.0094,0.0126,-0.254,5.37,11.36,-0.5273,1.07,1.26,-0.1508,0,1,-1,0,19.98,-1,0,1,-1,0,0.1111,-1,--,0.5686,--,0,1.76,-1,0,11.36,-1,0,19.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"[Fix stuff 20oz] [dad gifts] [b,p] 3",Paused,US,NewEleven,B0CRDFWF44_TUMBLER 20_THAT WHAT I DO I FIX STUFF BLACK_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,195,112,0.7411,3,1,2,0.0154,0.0089,0.7303,4.5,1.5,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Fix stuff 20oz] [gift for men] [b,p] 2",Paused,US,NewEleven,B0CRDFWF44_TUMBLER 20_THAT WHAT I DO I FIX STUFF BLACK_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1420,596,1.3826,9,7,0.2857,0.0063,0.0117,-0.4615,14.43,6.3,1.2905,1.6,0.9,0.7778,1,2,-0.5,20.98,41.96,-0.5,1,2,-0.5,0.1111,0.2857,-0.6111,0.6878,0.1501,3.5823,1.45,6.66,-0.7823,14.43,3.15,3.581,20.98,41.96,-0.5,0,0,0,1,2,-0.5,--,--,--,1,2,-0.5,--,--,--
sponsoredProducts,"[Fix stuff 20oz] [gifts for son] [b,p] 2",Paused,US,NewEleven,B0CRDFWF44_TUMBLER 20_THAT WHAT I DO I FIX STUFF BLACK_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,322,276,0.1667,2,4,-0.5,0.0062,0.0145,-0.5724,3,6,-0.5,1.5,1.5,0,1,0,1,20.98,0,20.98,1,0,1,0.5,0,50,0.143,--,--,6.99,0,6.99,3,0,3,20.98,0,20.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,[Fix stuff 20oz] [mens gifts] [ex] 3,Paused,US,NewEleven,B0CRDFWF44_TUMBLER 20_THAT WHAT I DO I FIX STUFF BLACK_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,498,614,-0.1889,2,3,-0.3333,0.004,0.0049,-0.1837,5.16,6.75,-0.2356,2.58,2.25,0.1467,1,0,1,20.98,0,20.98,1,0,1,0.5,0,50,0.2459,--,--,4.07,0,4.07,5.16,0,5.16,20.98,0,20.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"[Fix stuff 20oz] [gifts for dad] [b,p] 2",Paused,US,NewEleven,B0CRDFWF44_TUMBLER 20_THAT WHAT I DO I FIX STUFF BLACK_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1502,605,1.4826,3,3,0,0.002,0.005,-0.6,5.4,5.4,0,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Dad nutri 20oz] [dad gifts] [b,p]",Paused,US,NewEleven,B097B9SY89_TUMBLER 20_DAD NUTRITION BLACK_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1317,156,7.4423,8,2,3,0.0061,0.0128,-0.5234,13.25,3.5,2.7857,1.66,1.75,-0.0514,0,1,-1,0,15.98,-1,0,1,-1,0,0.5,-1,--,0.219,--,0,4.57,-1,0,3.5,-1,0,0,0,0,15.98,-1,0,0,0,--,1,--,0,0,0,--,1,--
sponsoredProducts,[forties era 12oz] [40th birthday] p,Paused,US,NewEleven,B0CYS94K31_TUMBLER 12_IN MY FORTIES ERA ROSE GOLD_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,373,40,8.325,1,0,1,0.0027,0,0.27,2.4,0,2.4,2.4,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Dumb bass hat] [all key fishing] [b,p]",Paused,US,NewEleven,B0CY4G9VSR_HAT_DON'T BE A DUMB BASS_NGAN,manual,$5.00,$0.00,Dynamic bids down only,NOT_SET,--,,2601,1289,1.0178,6,6,0,0.0023,0.0047,-0.5106,4.8,4.8,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,[Awesome like daughter navy] [auto] 16h,Paused,US,NewEleven,B0CJLF7CW6_TUMBLER 20_AWESOME LIKE MY DAUGHTER NAVY_NGUYEN,auto,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,4021,2217,0.8137,13,13,0,0.0032,0.0059,-0.4576,19.31,13.32,0.4497,1.49,1.02,0.4608,3,4,-0.25,68.94,83.93,-0.1786,3,4,-0.25,0.2308,0.3077,-0.2499,0.2801,0.1587,0.765,3.57,6.3,-0.4333,6.44,3.33,0.9339,43.96,65.94,-0.3333,24.98,17.99,0.3885,2,3,-0.3333,1,1,0,2,3,-0.3333,1,1,0
sponsoredProducts,[Wise women 12oz] [retirement gift for woman] [ex] 2,Paused,US,NewEleven,B08ZRWW1W4_TUMBLER 12_WISE WOMEN ROSE GOLD_Linh,manual,$10.00,$0.00,Dynamic bids and down,MINIMIZE_SPEND,--,,164,1346,-0.8782,3,14,-0.7857,0.0183,0.0104,0.7596,4.05,18.9,-0.7857,1.35,1.35,0,0,8,-1,0,146.36,-1,0,8,-1,0,0.5714,-1,--,0.1291,--,0,7.74,-1,0,2.36,-1,0,99.57,-1,0,46.79,-1,0,5,-1,--,3,--,0,5,-1,--,3,--
sponsoredProducts,[fabulous 50 20oz] [all key],Paused,US,NewEleven,x B0CXXM1YD1_TUMBLER 20_50 & FABULOUS + MAKING THE WORLD 1974 WHITE,manual,$10.00,$0.00,Dynamic bids down only,NOT_SET,--,,1736,1379,0.2589,8,1,7,0.0046,0.0007,5.5714,9.6,1,8.6,1.2,1,0.2,1,1,0,14.98,29.96,-0.5,1,2,-0.5,0.125,1,-0.875,0.6409,0.0334,18.1886,1.56,29.96,-0.9479,9.6,1,8.6,14.98,29.96,-0.5,0,0,0,1,1,0,--,--,--,1,2,-0.5,--,--,--
sponsoredProducts,"[fifty fabulous] [50th birthday decorations][b,p]",Paused,US,NewEleven,B089QFYLFB_TUMBLER 12_FIFTY FABULOUS ROSE GOLD_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,21,29,-0.2759,1,0,1,0.0476,0,4.76,0.9,0,0.9,0.9,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,[Thirties era CF] [30th birthday decorations for her] [ex],Paused,US,NewEleven,B0CYPT8HM7_COFFEE GLASS_IN MY THIRTIES ERA_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,100,134,-0.2537,1,4,-0.75,0.01,0.0299,-0.6656,2,7.5,-0.7333,2,1.88,0.0638,0,1,-1,0,15.98,-1,0,1,-1,0,0.25,-1,--,0.4693,--,0,2.13,-1,0,7.5,-1,0,15.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"[Wise women champagne] [retirement gift for woman] [b,p] 2",Paused,US,NewEleven,B0CWNTN1JN_WINE GLASS_A WISE WOMAN ONCE SAID_TRINH,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,590,887,-0.3348,7,10,-0.3,0.0119,0.0113,0.0531,5.25,7.5,-0.3,0.75,0.75,0,0,3,-1,0,59.94,-1,0,3,-1,0,0.3,-1,--,0.1251,--,0,7.99,-1,0,2.5,-1,0,59.94,-1,0,0,0,0,3,-1,--,--,--,0,3,-1,--,--,--
sponsoredProducts,[Wise women champagne] [retirement gifts for women] [ex] 2,Paused,US,NewEleven,B0CWNTN1JN_WINE GLASS_A WISE WOMAN ONCE SAID_TRINH,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2366,2849,-0.1695,29,18,0.6111,0.0123,0.0063,0.9524,26.55,16.77,0.5832,0.92,0.93,-0.0108,2,4,-0.5,39.96,79.92,-0.5,2,4,-0.5,0.069,0.2222,-0.6895,0.6644,0.2098,2.1668,1.51,4.77,-0.6834,13.28,4.19,2.1695,39.96,79.92,-0.5,0,0,0,2,4,-0.5,--,--,--,2,4,-0.5,--,--,--
sponsoredProducts,"[Nurse era CF] [nurse gifts for women] [b,p]",Paused,US,NewEleven,B0D1GF81G8_COFFEE GLASS_IN MY NURSE ERA + NUTRITION FACTS THILE,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,116,43,1.6977,0,2,-1,0,0.0465,-1,0,1.5,-1,--,0.75,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Nurse era CF] [cool gifts for nurses] [b,p]",Paused,US,NewEleven,B0D1GF81G8_COFFEE GLASS_IN MY NURSE ERA + NUTRITION FACTS THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,15,33,-0.5455,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CY4MC1GJ_20oz_Dumb bass black_fishing b,p 2",Paused,US,NewEleven,"TEST BUDGET, BID 3.1.2025",manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2041,188,9.8564,20,6,2.3333,0.0098,0.0319,-0.6928,30.75,9.27,2.3172,1.54,1.55,-0.0065,5,2,1.5,137.94,55.47,1.4867,5,2,1.5,0.25,0.3333,-0.2499,0.2229,0.1671,0.3339,4.49,5.98,-0.2492,6.15,4.64,0.3254,109.96,27.49,3,27.98,27.98,0,4,1,3,1,1,0,4,1,3,1,1,0
sponsoredProducts,[Cool sister club CF] [all key],Paused,US,NewEleven,B0C9C5VX7S_COFFEE GLASS_COOL SISTER CLUB_THILE,manual,$10.00,$0.00,Dynamic bids down only,NOT_SET,--,,2899,584,3.964,14,5,1.8,0.0048,0.0086,-0.4419,13.72,5,1.744,0.98,1,-0.02,4,1,3,83.92,20.98,3,4,1,3,0.2857,0.2,0.4285,0.1635,0.2383,-0.3139,6.12,4.2,0.4571,3.43,5,-0.314,83.92,20.98,3,0,0,0,4,1,3,--,--,--,4,1,3,--,--,--
sponsoredProducts,"[Cool mom club CF] [gifts for new mom] [b,p]",Paused,US,NewEleven,B0C9BZRC4K_COFFEE GLASS_COOL MOM CLUB_NGUYEN,manual,$20.00,$0.00,Dynamic bids and down,NOT_SET,--,,174,376,-0.5372,3,3,0,0.0172,0.008,1.15,6.45,9,-0.2833,2.15,3,-0.2833,0,1,-1,0,19.98,-1,0,1,-1,0,0.3333,-1,--,0.4505,--,0,2.22,-1,0,9,-1,0,19.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,[Cool mom club CF] [all key],Paused,US,NewEleven,B0C9BZRC4K_COFFEE GLASS_COOL MOM CLUB_NGUYEN,manual,$10.00,$0.00,Dynamic bids down only,NOT_SET,--,,1190,2300,-0.4826,3,6,-0.5,0.0025,0.0026,-0.0385,4.5,9,-0.5,1.5,1.5,0,1,0,1,19.98,0,19.98,1,0,1,0.3333,0,33.33,0.2252,--,--,4.44,0,4.44,4.5,0,4.5,19.98,0,19.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,[Wise women champagne] [auto] 10h,Paused,US,NewEleven,B0CWNTN1JN_WINE GLASS_A WISE WOMAN ONCE SAID_TRINH,auto,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,3174,3212,-0.0118,25,24,0.0417,0.0079,0.0075,0.0533,19.06,18.8,0.0138,0.76,0.78,-0.0256,2,4,-0.5,43.96,83.92,-0.4762,2,4,-0.5,0.08,0.1667,-0.5201,0.4336,0.224,0.9357,2.31,4.46,-0.4821,9.53,4.7,1.0277,19.98,59.94,-0.6667,23.98,23.98,0,1,3,-0.6667,1,1,0,1,3,-0.6667,1,1,0
sponsoredProducts,[Cool mom club CF] [new mom gifts] [p],Paused,US,NewEleven,B0C9BZRC4K_COFFEE GLASS_COOL MOM CLUB_NGUYEN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,297,255,0.1647,2,5,-0.6,0.0067,0.0196,-0.6582,6,14.25,-0.5789,3,2.85,0.0526,1,2,-0.5,19.98,39.96,-0.5,1,2,-0.5,0.5,0.4,0.25,0.3003,0.3566,-0.1579,3.33,2.8,0.1893,6,7.13,-0.1585,19.98,39.96,-0.5,0,0,0,1,2,-0.5,--,--,--,1,2,-0.5,--,--,--
sponsoredProducts,"[Cool aunt club 20oz] [gifts for aunt] [b,p]",Paused,US,NewEleven,B0C9D2PHMH_TUMBLER 20_COOL AUNT CLUB WHITE_THILE,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,214,269,-0.2045,1,5,-0.8,0.0047,0.0186,-0.7473,1.05,5.6,-0.8125,1.05,1.12,-0.0625,0,2,-1,0,39.96,-1,0,2,-1,0,0.4,-1,--,0.1401,--,0,7.14,-1,0,2.8,-1,0,0,0,0,39.96,-1,0,0,0,--,2,--,0,0,0,--,2,--
sponsoredProducts,"[Cool aunt club 20oz] [aunt] [b,p]",Paused,US,NewEleven,B0C9D2PHMH_TUMBLER 20_COOL AUNT CLUB WHITE_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,768,1405,-0.4534,5,4,0.25,0.0065,0.0028,1.3214,6.3,4.15,0.5181,1.26,1.04,0.2115,3,0,3,65.94,0,65.94,3,0,3,0.6,0,60,0.0955,--,--,10.47,0,10.47,2.1,0,2.1,65.94,0,65.94,0,0,0,3,0,3,--,--,--,3,0,3,--,--,--
sponsoredProducts,[Cool aunt club 20oz] [all key],Paused,US,NewEleven,B0C9D2PHMH_TUMBLER 20_COOL AUNT CLUB WHITE_THILE,manual,$5.00,$0.00,Dynamic bids down only,NOT_SET,--,,1455,1036,0.4044,6,6,0,0.0041,0.0058,-0.2931,5.93,6,-0.0117,0.99,1,-0.01,1,4,-0.75,21.98,85.92,-0.7442,1,4,-0.75,0.1667,0.6667,-0.75,0.2698,0.0698,2.8653,3.71,14.32,-0.7409,5.93,1.5,2.9533,21.98,65.94,-0.6667,0,19.98,-1,1,3,-0.6667,--,1,--,1,3,-0.6667,--,1,--
sponsoredProducts,"[Nurse fuel CF] [nursing gifts] [b,p] 2",Paused,US,NewEleven,B0BYDBW7PH_COFFEE GLASS_NURSE FUEL THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,363,732,-0.5041,4,4,0,0.011,0.0055,1,4.8,5.6,-0.1429,1.2,1.4,-0.1429,1,0,1,17.98,0,17.98,1,0,1,0.25,0,25,0.267,--,--,3.75,0,3.75,4.8,0,4.8,17.98,0,17.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"[Bestie Nutri CF] [friendship gifts for women] [b,p]",Paused,US,NewEleven,B0CRKQR2KF_COFFEE GLASS_BESTIE + BESITE NUTRITION_TRINH,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,833,823,0.0122,4,6,-0.3333,0.0048,0.0073,-0.3425,6.5,7.85,-0.172,1.63,1.31,0.2443,3,1,2,75.92,18.98,3,4,1,3,0.75,0.1667,3.4991,0.0856,0.4136,-0.793,11.68,2.42,3.8264,2.17,7.85,-0.7236,75.92,18.98,3,0,0,0,3,1,2,--,--,--,4,1,3,--,--,--
sponsoredProducts,[Freaking cow CF] [all key],Paused,US,NewEleven,B0C242DYT4_COFFEE GLASS_FREAKING COW_TRINH,manual,$2.00,$0.00,Dynamic bids down only,NOT_SET,--,,331,795,-0.5836,5,5,0,0.0151,0.0063,1.3968,5,5,0,1,1,0,2,1,1,39.96,19.98,1,2,1,1,0.4,0.2,1,0.1251,0.2503,-0.5002,7.99,4,0.9975,2.5,5,-0.5,39.96,19.98,1,0,0,0,2,1,1,--,--,--,2,1,1,--,--,--
sponsoredProducts,"[Freaking cow CF] [cow gifts] [b,p]",Paused,US,NewEleven,B0C242DYT4_COFFEE GLASS_FREAKING COW_TRINH,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,1463,1054,0.388,8,8,0,0.0055,0.0076,-0.2763,12.5,13.5,-0.0741,1.56,1.69,-0.0769,2,0,2,39.96,0,39.96,2,0,2,0.25,0,25,0.3128,--,--,3.2,0,3.2,6.25,0,6.25,39.96,0,39.96,0,0,0,2,0,2,--,--,--,2,0,2,--,--,--
sponsoredProducts,"[Favorite grandma nutri] [grandmother gifts] [b,p] 2",Paused,US,NewEleven,B0CQ2K12H3_TUMBLER 20_MY FAVORITE GRANDCHILD + GRANDMA NUTRITION WHITE_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1494,717,1.0837,15,7,1.1429,0.01,0.0098,0.0204,21.15,10.8,0.9583,1.41,1.54,-0.0844,3,2,0.5,55.44,36.97,0.4996,3,2,0.5,0.2,0.2857,-0.3,0.3815,0.2921,0.3061,2.62,3.42,-0.2339,7.05,5.4,0.3056,55.44,36.97,0.4996,0,0,0,3,2,0.5,--,--,--,3,2,0.5,--,--,--
sponsoredProducts,"[Nope today CF] [sloth gifts] [b,p]",Paused,US,NewEleven,B0C23XHCN1_COFFEE GLASS_NOPE NOT TODAY_TRINH,manual,$2.00,$0.00,Dynamic bids down only,NOT_SET,--,,1236,1770,-0.3017,12,10,0.2,0.0097,0.0056,0.7321,12,10,0.2,1,1,0,3,1,2,59.94,19.98,2,3,1,2,0.25,0.1,1.5,0.2002,0.5005,-0.6,5,2,1.5,4,10,-0.6,39.96,19.98,1,19.98,0,19.98,2,1,1,1,--,--,2,1,1,1,--,--
sponsoredProducts,[Freaking penguin CF] [all key],Paused,US,NewEleven,B0C23Y5ZYH_COFFEE GLASS_FREAKING PENGUINS_TRINH,manual,$2.00,$0.00,Dynamic bids down only,NOT_SET,--,,723,702,0.0299,8,9,-0.1111,0.0111,0.0128,-0.1328,9.36,10.8,-0.1333,1.17,1.2,-0.025,1,1,0,19.98,19.98,0,1,1,0,0.125,0.1111,0.1251,0.4685,0.5405,-0.1332,2.13,1.85,0.1514,9.36,10.8,-0.1333,19.98,19.98,0,0,0,0,1,1,0,--,--,--,1,1,0,--,--,--
sponsoredProducts,"[Mama need CF] [mama gifts] [b,p]",Paused,US,NewEleven,B0B9SF2R4R_COFFEE GLASS_MAMA NEED A COFFEE_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,110,423,-0.74,3,1,2,0.0273,0.0024,10.375,6.6,2.25,1.9333,2.2,2.25,-0.0222,2,0,2,37.96,0,37.96,2,0,2,0.6667,0,66.67,0.1739,--,--,5.75,0,5.75,3.3,0,3.3,18.98,0,18.98,18.98,0,18.98,1,0,1,1,--,--,1,0,1,1,--,--
sponsoredProducts,"[Freaking penguin CF] [penguin gifts] [b,p]",Paused,US,NewEleven,B0C23Y5ZYH_COFFEE GLASS_FREAKING PENGUINS_TRINH,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,390,1052,-0.6293,8,7,0.1429,0.0205,0.0067,2.0597,10.3,9.2,0.1196,1.29,1.31,-0.0153,3,2,0.5,59.94,39.96,0.5,3,2,0.5,0.375,0.2857,0.3126,0.1718,0.2302,-0.2537,5.82,4.34,0.341,3.43,4.6,-0.2543,59.94,39.96,0.5,0,0,0,3,2,0.5,--,--,--,3,2,0.5,--,--,--
sponsoredProducts,"[Wife spoiled CF] [wife] [b,p] 2",Paused,US,NewEleven,B0CRKRWNGZ_COFFEE GLASS_IM NOT SPOILED + WIFE NUTRITION_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,870,469,0.855,8,2,3,0.0092,0.0043,1.1395,13.84,2.25,5.1511,1.73,1.13,0.531,2,2,0,27.96,27.96,0,2,2,0,0.25,1,-0.75,0.495,0.0805,5.1491,2.02,12.43,-0.8375,6.92,1.13,5.1239,27.96,27.96,0,0,0,0,2,2,0,--,--,--,2,2,0,--,--,--
sponsoredProducts,"[Cool aunt club 20oz] [gift for aunt] [b,p]",Paused,US,NewEleven,B0C9D2PHMH_TUMBLER 20_COOL AUNT CLUB WHITE_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2477,1475,0.6793,7,2,2.5,0.0028,0.0014,1,10.92,2.7,3.0444,1.56,1.35,0.1556,1,3,-0.6667,21.98,58.95,-0.6271,1,3,-0.6667,0.1429,1.5,-0.9047,0.4968,0.0458,9.8472,2.01,21.83,-0.9079,10.92,0.9,11.1333,21.98,43.96,-0.5,0,14.99,-1,1,2,-0.5,--,1,--,1,2,-0.5,--,1,--
sponsoredProducts,[Sixty fabulous] [60th birthday gifts for women] [ex],Paused,US,NewEleven,B08R8PXYL6_TUMBLER 12_SIXTY FABULOUS ROSE GOLD_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,614,116,4.2931,2,0,2,0.0033,0,0.33,3.6,0,3.6,1.8,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Mama flower CF] [mom gifts] [b,p] 2",Paused,US,NewEleven,B0CBJSYJJS_COFFEE GLASS_MAMA FLOWER_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,28,401,-0.9302,1,4,-0.75,0.0357,0.01,2.57,1.38,7,-0.8029,1.38,1.75,-0.2114,0,1,-1,0,17.98,-1,0,1,-1,0,0.25,-1,--,0.3893,--,0,2.57,-1,0,7,-1,0,17.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"[Vintage 1954 weird being] [1954] [b,p]",Paused,US,NewEleven,x B0CT8NQBN5_TUMBLER 20_VINTAGE 1954 + WEIRD BEING OLD PEOPLE NAVY,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,101,157,-0.3567,1,3,-0.6667,0.0099,0.0191,-0.4817,2.6,6.5,-0.6,2.6,2.17,0.1982,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Bestie Nutri CF] [friend] [b,p]",Paused,US,NewEleven,B0CRKQR2KF_COFFEE GLASS_BESTIE + BESITE NUTRITION_TRINH,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,855,506,0.6897,6,6,0,0.007,0.0119,-0.4118,4.91,4.81,0.0208,0.82,0.8,0.025,1,0,1,18.98,0,18.98,1,0,1,0.1667,0,16.67,0.2587,--,--,3.87,0,3.87,4.91,0,4.91,18.98,0,18.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
