Campaign type,Campaign,Status,Country,Profile,Portfolio,Target type,Daily Budget,Current Budget,Bidding Strategy,SP Off-site Ads Strategy,Labels,Budget group,Impressions(Current period),Impressions(Comparison period),Impressions(Sequential growth rate),Clicks(Current period),Clicks(Comparison period),Clicks(Sequential growth rate),CTR(Current period),CTR(Comparison period),CTR(Sequential growth rate),Spend(Current period),Spend(Comparison period),Spend(Sequential growth rate),CPC(Current period),CPC(Comparison period),CPC(Sequential growth rate),Orders(Current period),Orders(Comparison period),Orders(Sequential growth rate),Sales(Current period),Sales(Comparison period),Sales(Sequential growth rate),Units(Current period),Units(Comparison period),Units(Sequential growth rate),CVR(Current period),CVR(Comparison period),CVR(Sequential growth rate),ACOS(Current period),ACOS(Comparison period),ACOS(Sequential growth rate),ROAS(Current period),ROAS(Comparison period),ROAS(Sequential growth rate),CPA(Current period),CPA(Comparison period),CPA(Sequential growth rate),Sales Same SKU(Current period),Sales Same SKU(Comparison period),Sales Same SKU(Sequential growth rate),Sales Other SKU(Current period),Sales Other SKU(Comparison period),Sales Other SKU(Sequential growth rate),Orders Same SKU(Current period),Orders Same SKU(Comparison period),Orders Same SKU(Sequential growth rate),Orders Other SKU(Current period),Orders Other SKU(Comparison period),Orders Other SKU(Sequential growth rate),Units Same SKU(Current period),Units Same SKU(Comparison period),Units Same SKU(Sequential growth rate),Units Other SKU(Current period),Units Other SKU(Comparison period),Units Other SKU(Sequential growth rate)
sponsoredProducts,"B0CJLF7CW6_20oz_Awesome like daughter navy_dad b,p",Paused,US,NewEleven,B0CJLF7CW6_TUMBLER 20_AWESOME LIKE MY DAUGHTER NAVY_NGUYEN,manual,$20.00,$0.00,Dynamic bids and down,NOT_SET,--,,1642,2772,-0.4076,6,7,-0.1429,0.0037,0.0025,0.48,9.23,10.21,-0.096,1.54,1.46,0.0548,2,2,0,43.46,43.96,-0.0114,2,2,0,0.3333,0.2857,0.1666,0.2124,0.2323,-0.0857,4.71,4.31,0.0928,4.62,5.11,-0.0959,21.98,43.96,-0.5,21.48,0,21.48,1,2,-0.5,1,--,--,1,2,-0.5,1,--,--
sponsoredProducts,"B0CJLF7CW6_20oz_Awesome like daughter navy_father b,p",Paused,US,NewEleven,B0CJLF7CW6_TUMBLER 20_AWESOME LIKE MY DAUGHTER NAVY_NGUYEN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2852,1244,1.2926,8,7,0.1429,0.0028,0.0056,-0.5,10.91,10.5,0.039,1.36,1.5,-0.0933,3,0,3,65.94,0,65.94,3,0,3,0.375,0,37.5,0.1655,--,--,6.04,0,6.04,3.64,0,3.64,65.94,0,65.94,0,0,0,3,0,3,--,--,--,3,0,3,--,--,--
sponsoredProducts,"B0CJLF7CW6_20oz_Awesome like daughter navy_father gifts b,p",Paused,US,NewEleven,B0CJLF7CW6_TUMBLER 20_AWESOME LIKE MY DAUGHTER NAVY_NGUYEN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,4359,2033,1.1441,11,8,0.375,0.0025,0.0039,-0.359,21.28,16.25,0.3095,1.93,2.03,-0.0493,2,3,-0.3333,43.96,65.94,-0.3333,2,3,-0.3333,0.1818,0.375,-0.5152,0.4841,0.2464,0.9647,2.07,4.06,-0.4901,10.64,5.42,0.9631,43.96,65.94,-0.3333,0,0,0,2,3,-0.3333,--,--,--,2,3,-0.3333,--,--,--
sponsoredProducts,"B0BYDDFNBD_CF_just one more chapter_gifts for readers b,p",Paused,US,NewEleven,B0BYDDFNBD_COFFEE GLASS_JUST ONE MORE CHAPTER_THILE,manual,$15.00,$0.00,Dynamic bids and down,NOT_SET,--,,216,696,-0.6897,3,2,0.5,0.0139,0.0029,3.7931,4.5,2.7,0.6667,1.5,1.35,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CRVTN11L_CF_boy mom era_gifts for mom b,p",Paused,US,NewEleven,B0CRVTN11L_COFFEE GLASS_IN MY BOY MOM ERA_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,681,1012,-0.3271,13,17,-0.2353,0.0191,0.0168,0.1369,26.93,35.38,-0.2388,2.07,2.08,-0.0048,3,4,-0.25,59.94,79.92,-0.25,3,4,-0.25,0.2308,0.2353,-0.0191,0.4493,0.4427,0.0149,2.23,2.26,-0.0133,8.98,8.85,0.0147,59.94,59.94,0,0,19.98,-1,3,3,0,--,1,--,3,3,0,--,1,--
sponsoredProducts,"B0D3HQMRR6_Tumbler 20_Well read book white_gifts for book lovers_b,p",Paused,US,NewEleven,B0D3HQMRR6_TUMBLER 20_A WELL READ WOMAN WHITE,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,48,1,47,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0BYCT1SRJ_CF_cool aunt club_auntie b,p",Paused,US,NewEleven,B0BYCT1SRJ_COFFEE GLASS_COOL AUNT CLUB_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1343,1507,-0.1088,12,5,1.4,0.0089,0.0033,1.697,15.4,6.06,1.5413,1.28,1.21,0.0579,4,1,3,77.92,20.98,2.714,4,1,3,0.3333,0.2,0.6665,0.1976,0.2888,-0.3158,5.06,3.46,0.4624,3.85,6.06,-0.3647,20.98,20.98,0,56.94,0,56.94,1,1,0,3,--,--,1,1,0,3,--,--
sponsoredProducts,"B0CG8N67SJ_20oz_Favorite child + dad nutri navy_dad b,p 2",Paused,US,NewEleven,B0CG8N67SJ_TUMBLER 20_MY FAVORITE CHILD + DAD NUTRITION NAVY_Linh,manual,$10.00,$0.00,Dynamic bids down only,MINIMIZE_SPEND,--,,933,788,0.184,7,7,0,0.0075,0.0089,-0.1573,11.23,10.05,0.1174,1.6,1.44,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B08R8R2LQF_20oz_May the forties black_40 year old gifts for men b,p",Paused,US,NewEleven,B08R8R2LQF_TUMBLER 20_MAY THE FORTIES BE WITH YOU BLACK_TRINH,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,168,143,0.1748,1,3,-0.6667,0.006,0.021,-0.7143,2.25,7.5,-0.7,2.25,2.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B08R8R2LQF_20oz_May the forties black_40 year old birthday gifts for men b,p",Paused,US,NewEleven,B08R8R2LQF_TUMBLER 20_MAY THE FORTIES BE WITH YOU BLACK_TRINH,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,15,37,-0.5946,0,1,-1,0,0.027,-1,0,3,-1,--,3,--,0,1,-1,0,14.98,-1,0,1,-1,--,1,--,--,0.2003,--,--,4.99,--,0,3,-1,0,0,0,0,14.98,-1,0,0,0,--,1,--,0,0,0,--,1,--
sponsoredProducts,"B0CQJZP6TK_CF_In my auntie era+auntie nutrition_aunt gifts b,p",Paused,US,NewEleven,B0CQJZP6TK_COFFEE GLASS_IN MY AUNTIE ERA + AUNTIE NUTRITION_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,902,566,0.5936,12,10,0.2,0.0133,0.0177,-0.2486,21.77,14.8,0.4709,1.81,1.48,0.223,3,6,-0.5,43.96,125.88,-0.6508,3,6,-0.5,0.25,0.6,-0.5833,0.4952,0.1176,3.2109,2.02,8.51,-0.7626,7.26,2.47,1.9393,20.98,125.88,-0.8333,22.98,0,22.98,1,6,-0.8333,2,--,--,1,6,-0.8333,2,--,--
sponsoredProducts,"B0C9BZRC4K_CF_Cool mom club_gifts for mom b,p",Paused,US,NewEleven,B0C9BZRC4K_COFFEE GLASS_COOL MOM CLUB_NGUYEN,manual,$20.00,$0.00,Dynamic bids and down,NOT_SET,--,,1654,2356,-0.298,2,2,0,0.0012,0.0008,0.5,5.25,5.01,0.0479,2.63,2.51,0.0478,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CY4MC1GJ_20oz_Dont be dumb bass black_fisherman b,p",Paused,US,NewEleven,B0CY4MC1GJ_TUMBLER 20_DON'T BE A DUMB BASS BLACK_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,846,312,1.7115,14,5,1.8,0.0165,0.016,0.0312,15.74,5.95,1.6454,1.12,1.19,-0.0588,8,0,8,247.41,0,247.41,9,0,9,0.5714,0,57.14,0.0636,--,--,15.72,0,15.72,1.97,0,1.97,247.41,0,247.41,0,0,0,8,0,8,--,--,--,9,0,9,--,--,--
sponsoredProducts,"B0CY4MC1GJ_20oz_Dont be dumb bass black_gifts for fisherman b,p",Paused,US,NewEleven,B0CY4MC1GJ_TUMBLER 20_DON'T BE A DUMB BASS BLACK_Linh,manual,$10.00,$0.00,Dynamic bids and down,MINIMIZE_SPEND,--,,309,234,0.3205,4,1,3,0.0129,0.0043,2,5.73,2,1.865,1.43,2,-0.285,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D739JLH2_Ornament_Difference maker_gifts for teachers b,p",Paused,US,NewEleven,B0D739JLH2_ORNAMENT_DIFFERENCE MAKER,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,69,43,0.6047,0,1,-1,0,0.0233,-1,0,0.6,-1,--,0.6,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CN93LZ5M_20oz_Vintage 1974 + weird being navy_50th birthday decorations b,p",Paused,US,NewEleven,x B0CN93LZ5M_TUMBLER 20_VINTAGE 1974 + WEIRD BEING OLD PEOPLE NAVY,manual,$20.00,$0.00,Dynamic bids and down,NOT_SET,--,,358,884,-0.595,5,3,0.6667,0.014,0.0034,3.1176,8,5,0.6,1.6,1.67,-0.0419,0,1,-1,0,14.98,-1,0,1,-1,0,0.3333,-1,--,0.3338,--,0,3,-1,0,5,-1,0,14.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0CN93LZ5M_20oz_Vintage 1974 + weird being navy_50th birthday b,p",Paused,US,NewEleven,x B0CN93LZ5M_TUMBLER 20_VINTAGE 1974 + WEIRD BEING OLD PEOPLE NAVY,manual,$20.00,$0.00,Dynamic bids and down,NOT_SET,--,,582,547,0.064,3,3,0,0.0052,0.0055,-0.0545,4,4,0,1.33,1.33,0,1,0,1,14.98,0,14.98,1,0,1,0.3333,0,33.33,0.267,--,--,3.75,0,3.75,4,0,4,14.98,0,14.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0D1K731RT_CF_In my girl mom era_baby girl gift b,p",Paused,US,NewEleven,B0D1K731RT_COFFEE GLASS_IN MY GIRL MOM ERA_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,778,253,2.0751,9,3,2,0.0116,0.0119,-0.0252,16.17,5.53,1.9241,1.8,1.84,-0.0217,2,0,2,39.96,0,39.96,2,0,2,0.2222,0,22.22,0.4047,--,--,2.47,0,2.47,8.09,0,8.09,39.96,0,39.96,0,0,0,2,0,2,--,--,--,2,0,2,--,--,--
sponsoredProducts,"B0D739JLH2_Ornament_Difference maker_difference maker gift b,p",Paused,US,NewEleven,B0D739JLH2_ORNAMENT_DIFFERENCE MAKER,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,79,63,0.254,2,0,2,0.0253,0,2.53,1.2,0,1.2,0.6,--,--,2,0,2,18.88,0,18.88,2,0,2,1,--,--,0.0636,--,--,15.73,--,--,0.6,0,0.6,4.89,0,4.89,13.99,0,13.99,1,0,1,1,--,--,1,0,1,1,--,--
sponsoredProducts,"B0D79751XN_12oz_in my thirties era rose_30th birthday b,p",Paused,US,NewEleven,B0D79751XN_TUMBLER 12_IN MY THIRTIES ERA ROSE GOLD_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,176,149,0.1812,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D39T2MVK_CF_21st birthday era_21st birthday b,p",Paused,US,NewEleven,B0D39T2MVK_COFFEE GLASS_IN MY 21ST BIRTHDAY ERA_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,177,217,-0.1843,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CRVTN11L_boy mom CF_all key baby boy b,p",Paused,US,NewEleven,B0CRVTN11L_COFFEE GLASS_IN MY BOY MOM ERA_Linh,manual,$10.00,$0.00,Dynamic bids down only,MINIMIZE_SPEND,--,,2122,2658,-0.2017,10,8,0.25,0.0047,0.003,0.5667,13.54,12.17,0.1126,1.35,1.52,-0.1118,2,0,2,39.96,0,39.96,2,0,2,0.2,0,20,0.3388,--,--,2.95,0,2.95,6.77,0,6.77,39.96,0,39.96,0,0,0,2,0,2,--,--,--,2,0,2,--,--,--
sponsoredProducts,"B0CRVTN11L_boy mom CF_baby boy gift b,p",Paused,US,NewEleven,B0CRVTN11L_COFFEE GLASS_IN MY BOY MOM ERA_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,322,283,0.1378,6,2,2,0.0186,0.0071,1.6197,13.78,4.92,1.8008,2.3,2.46,-0.065,2,2,0,39.96,39.96,0,2,2,0,0.3333,1,-0.6667,0.3448,0.1231,1.801,2.9,8.12,-0.6429,6.89,2.46,1.8008,39.96,39.96,0,0,0,0,2,2,0,--,--,--,2,2,0,--,--,--
sponsoredProducts,B0D6NSHWZK_Godmother era CF_all key,Paused,US,NewEleven,B0D2NSHWZK_COFFEE GLASS_IN MY GODMOTHER ERA NGAN,manual,$5.00,$0.00,Dynamic bids down only,NOT_SET,--,,1069,1146,-0.0672,14,14,0,0.0131,0.0122,0.0738,16.8,16.54,0.0157,1.2,1.18,0.0169,4,4,0,72.92,72.92,0,4,4,0,0.2857,0.2857,0,0.2304,0.2268,0.0159,4.34,4.41,-0.0159,4.2,4.14,0.0145,53.94,53.94,0,18.98,18.98,0,3,3,0,1,1,0,3,3,0,1,1,0
sponsoredProducts,"B0CKYM9HQW_Vintage 1994 back in CF_30th birthday gifts for her b,p",Paused,US,NewEleven,B0CKYM9HQW_COFFEE GLASS_VINTAGE 1994 + BACK IN 1994,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,247,93,1.6559,1,1,0,0.004,0.0108,-0.6296,0.75,0.75,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,B0C9BZRC4K_Cool mom club CF_asin baby gifts ex,Paused,US,NewEleven,B0C9BZRC4K_COFFEE GLASS_COOL MOM CLUB_NGUYEN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1963,2661,-0.2623,6,11,-0.4545,0.0031,0.0041,-0.2439,8.79,16.39,-0.4637,1.47,1.49,-0.0134,1,2,-0.5,19.98,39.96,-0.5,1,2,-0.5,0.1667,0.1818,-0.0831,0.4399,0.4102,0.0724,2.27,2.44,-0.0697,8.79,8.2,0.072,19.98,39.96,-0.5,0,0,0,1,2,-0.5,--,--,--,1,2,-0.5,--,--,--
sponsoredProducts,"B0D6144Q48_Happy new home ornament_welcome home gifts b,p",Paused,US,NewEleven,B0D6144Q48_ORNAMENT_ HAPPY NEW HOME_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,129,132,-0.0227,0,5,-1,0,0.0379,-1,0,8.56,-1,--,1.71,--,0,3,-1,0,38.97,-1,0,3,-1,--,0.6,--,--,0.2197,--,--,4.55,--,0,2.85,-1,0,38.97,-1,0,0,0,0,3,-1,--,--,--,0,3,-1,--,--,--
sponsoredProducts,"B0D39T2MVK_Coffee glass_In my 21st birthday era_21 birthday b,p",Paused,US,NewEleven,B0D39T2MVK_COFFEE GLASS_IN MY 21ST BIRTHDAY ERA_THILE,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,288,138,1.087,0,1,-1,0,0.0072,-1,0,1.2,-1,--,1.2,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D39T2MVK_Coffee glass_In my 21st birthday era_21st birthday gifts for her b,p",Paused,US,NewEleven,B0D39T2MVK_COFFEE GLASS_IN MY 21ST BIRTHDAY ERA_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,224,256,-0.125,0,2,-1,0,0.0078,-1,0,1.8,-1,--,0.9,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Whatever happens apron] [grilling aprons for men] [b,p]",Paused,US,NewEleven,B08ZYGT8SH_APRON_WHATEVER HAPPENS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1114,3122,-0.6432,15,21,-0.2857,0.0135,0.0067,1.0149,12.48,15.63,-0.2015,0.83,0.74,0.1216,2,3,-0.3333,39.96,65.94,-0.394,2,3,-0.3333,0.1333,0.1429,-0.0672,0.3123,0.237,0.3177,3.2,4.22,-0.2417,6.24,5.21,0.1977,39.96,65.94,-0.394,0,0,0,2,3,-0.3333,--,--,--,2,3,-0.3333,--,--,--
sponsoredProducts,"[Quitter black] [retirement party decorations] [b,p]",Paused,US,NewEleven,B09XXP5V2W_TUMBLER 20_QUITTER BLACK_TRINH,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1335,1380,-0.0326,4,4,0,0.003,0.0029,0.0345,5.4,5.4,0,1.35,1.35,0,0,2,-1,0,38.97,-1,0,2,-1,0,0.5,-1,--,0.1386,--,0,7.22,-1,0,2.7,-1,0,21.98,-1,0,16.99,-1,0,1,-1,--,1,--,0,1,-1,--,1,--
sponsoredProducts,[Wise women 12oz] [retirement gifts for women] [ex] 2,Paused,US,NewEleven,B08ZRWW1W4_TUMBLER 12_WISE WOMEN ROSE GOLD_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,680,488,0.3934,9,2,3.5,0.0132,0.0041,2.2195,14,3.5,3,1.56,1.75,-0.1086,3,2,0.5,59.94,39.96,0.5,3,2,0.5,0.3333,1,-0.6667,0.2336,0.0876,1.6667,4.28,11.42,-0.6252,4.67,1.75,1.6686,19.98,39.96,-0.5,39.96,0,39.96,1,2,-0.5,2,--,--,1,2,-0.5,2,--,--
sponsoredProducts,"[Awesome like daughter navy] [gifts for dad from daughter] [b,p] 2",Paused,US,NewEleven,B0CJLF7CW6_TUMBLER 20_AWESOME LIKE MY DAUGHTER NAVY_NGUYEN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,413,789,-0.4766,4,3,0.3333,0.0097,0.0038,1.5526,8.45,6.22,0.3585,2.11,2.07,0.0193,2,2,0,46.96,43.96,0.0682,2,2,0,0.5,0.6667,-0.25,0.1799,0.1415,0.2714,5.56,7.07,-0.2136,4.23,3.11,0.3601,21.98,43.96,-0.5,24.98,0,24.98,1,2,-0.5,1,--,--,1,2,-0.5,1,--,--
sponsoredProducts,"[Fifty fabulous] [50th birthday gifts for women] [b,p] 2",Paused,US,NewEleven,B089QFYLFB_TUMBLER 12_FIFTY FABULOUS ROSE GOLD_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,76,89,-0.1461,1,0,1,0.0132,0,1.32,0.9,0,0.9,0.9,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Teacher era CF] [teacher gifts] [b,p] 3",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1325,1151,0.1512,14,14,0,0.0106,0.0122,-0.1311,19.49,19.46,0.0015,1.39,1.39,0,2,3,-0.3333,39.96,79.92,-0.5,2,4,-0.5,0.1429,0.2143,-0.3332,0.4877,0.2435,1.0029,2.05,4.11,-0.5012,9.75,6.49,0.5023,39.96,79.92,-0.5,0,0,0,2,3,-0.3333,--,--,--,2,4,-0.5,--,--,--
sponsoredProducts,"[Forties era 12oz] [40th birthday gifts] [b,p]",Paused,US,NewEleven,B0CYS94K31_TUMBLER 12_IN MY FORTIES ERA ROSE GOLD_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,732,251,1.9163,2,2,0,0.0027,0.008,-0.6625,4.5,6,-0.25,2.25,3,-0.25,2,1,1,32.97,17.98,0.8337,2,1,1,1,0.5,1,0.1365,0.3337,-0.5909,7.33,3,1.4433,2.25,6,-0.625,17.98,17.98,0,14.99,0,14.99,1,1,0,1,--,--,1,1,0,1,--,--
sponsoredProducts,"[Girl mom era CF] [pregnancy gifts for expecting mom] [b,p]",Paused,US,NewEleven,B0D1K731RT_COFFEE GLASS_IN MY GIRL MOM ERA_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,273,960,-0.7156,3,4,-0.25,0.011,0.0042,1.619,4.5,7.5,-0.4,1.5,1.88,-0.2021,0,1,-1,0,19.98,-1,0,1,-1,0,0.25,-1,--,0.3754,--,0,2.66,-1,0,7.5,-1,0,19.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"[Girl mom era CF] [postpartum gifts for mom] [b,p]",Paused,US,NewEleven,B0D1K731RT_COFFEE GLASS_IN MY GIRL MOM ERA_Linh,manual,$15.00,$0.00,Dynamic bids and down,NOT_SET,--,,256,363,-0.2948,4,5,-0.2,0.0156,0.0138,0.1304,6.5,9.48,-0.3143,1.63,1.9,-0.1421,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Awesome like daughter navy] [gifts for dad] [b,p] 2",Paused,US,NewEleven,B0CJLF7CW6_TUMBLER 20_AWESOME LIKE MY DAUGHTER NAVY_NGUYEN,manual,$20.00,$0.00,Dynamic bids and down,NOT_SET,--,,243,462,-0.474,1,2,-0.5,0.0041,0.0043,-0.0465,1.8,3,-0.4,1.8,1.5,0.2,0,2,-1,0,46.96,-1,0,2,-1,0,1,-1,--,0.0639,--,0,15.65,-1,0,1.5,-1,0,21.98,-1,0,24.98,-1,0,1,-1,--,1,--,0,1,-1,--,1,--
sponsoredProducts,"[Awesome like daughter navy] [dad gifts] [b,p] 3",Paused,US,NewEleven,B0CJLF7CW6_TUMBLER 20_AWESOME LIKE MY DAUGHTER NAVY_NGUYEN,manual,$20.00,$0.00,Dynamic bids and down,NOT_SET,--,,3523,1782,0.977,16,12,0.3333,0.0045,0.0067,-0.3284,31.85,25.35,0.2564,1.99,2.11,-0.0569,6,3,1,134.88,65.94,1.0455,6,3,1,0.375,0.25,0.5,0.2361,0.3844,-0.3858,4.23,2.6,0.6269,5.31,8.45,-0.3716,109.9,65.94,0.6667,24.98,0,24.98,5,3,0.6667,1,--,--,5,3,0.6667,1,--,--
sponsoredProducts,"[Teacher era CF] [teacher gifts] [b,p] 2",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,960,661,0.4523,13,12,0.0833,0.0135,0.0182,-0.2582,19.33,20,-0.0335,1.49,1.67,-0.1078,3,2,0.5,59.94,39.96,0.5,3,2,0.5,0.2308,0.1667,0.3845,0.3225,0.5005,-0.3556,3.1,2,0.55,6.44,10,-0.356,59.94,39.96,0.5,0,0,0,3,2,0.5,--,--,--,3,2,0.5,--,--,--
sponsoredProducts,[Fix stuff hat] [gifts for men] [ex],Paused,US,NewEleven,x B0D1GG6SZ1_HAT_THAT WHAT I DO I FIX STUFF,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2443,11265,-0.7831,3,6,-0.5,0.0012,0.0005,1.4,2.7,5.4,-0.5,0.9,0.9,0,0,2,-1,0,44.96,-1,0,2,-1,0,0.3333,-1,--,0.1201,--,0,8.33,-1,0,2.7,-1,0,19.98,-1,0,24.98,-1,0,1,-1,--,1,--,0,1,-1,--,1,--
sponsoredProducts,"[Fix stuff hat] [gifts for men] [b,p] 1",Paused,US,NewEleven,x B0D1GG6SZ1_HAT_THAT WHAT I DO I FIX STUFF,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,6201,3326,0.8644,5,6,-0.1667,0.0008,0.0018,-0.5556,4.5,5.26,-0.1445,0.9,0.88,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Nurse era CF] [gifts for nurses] [b,p] 1",Paused,US,NewEleven,B0D1GF81G8_COFFEE GLASS_IN MY NURSE ERA + NUTRITION FACTS THILE,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,175,124,0.4113,2,2,0,0.0114,0.0161,-0.2919,1.5,1.5,0,0.75,0.75,0,0,1,-1,0,14.98,-1,0,1,-1,0,0.5,-1,--,0.1001,--,0,9.99,-1,0,1.5,-1,0,14.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"[Old lives matter beer mug] [gifts for men] [b,p]",Paused,US,NewEleven,B0CKYL86S1_BEER GLASS_YOU ARE AWESOME_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,388,4100,-0.9054,0,2,-1,0,0.0005,-1,0,1.81,-1,--,0.91,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"[Unclesaurus] [uncle] [b,p]",Paused,US,NewEleven,B097H6PJCN_TUMBLER 20_UNCLESAURUS BLACK_NGUYEN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,458,679,-0.3255,3,1,2,0.0066,0.0015,3.4,5,2,1.5,1.67,2,-0.165,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
