Product,ASIN,Date,SKU,Units,Refunds,Sales,Promo,Ads,Sponsored products (PPC),Sponsored Display,% Refunds,Sellable Quota,Refund сost,Amazon fees,Cost of Goods,Gross profit,Net profit,Estimated payout,Margin,ROI,BSR,Real ACOS,Sessions,Unit Session Percentage
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98",B0DGGDX9P5,2025-07-27,EI-6RN9-0Z0A,26.0,2.0,44148.0,-34.0,-1679.0,-1679.0,,769.0,,-2946.0,-19986.0,-5174.0,-1088.0,-1088.0,4086.0,-246.0,-2103.0,,3803.0,149.0,1745.0
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,45 / Price: 21,98",B0DH7PQ1RX,2025-07-27,7N-6OBC-K7DN,3.0,,5994.0,,,,,,,,-2235.0,-1035.0,2724.0,2724.0,3759.0,4545.0,26319.0,,,10.0,3000.0
"NewEleven 2024 Christmas Ornament, 2024 Year in Review Ornaments, Memorable 2024 Christmas Decor Gifts, Decorative Gifts for Friends, Coworker, Family - Ceramic Ornaments COG: 1,12 / Price: 5,99",B0DH7VZ4CY,2025-07-27,TZ-P3U6-QGEY,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler COG: 3,31 / Price: 21,98",B0DH7X6R1J,2025-07-27,YJ-F5N3-DGJ5,11.0,,24178.0,,-7855.0,-7855.0,,,,,-8558.0,-3641.0,4124.0,4124.0,7765.0,1706.0,11327.0,,3249.0,76.0,1447.0
"NewEleven 50th Birthday Gifts For Her, Women - Vintage 1975 50th Birthday Decorations For Women - 50 Year Old Present Ideas For Wife, Mom, Grandma, Aunt, Friends, Female - 16 Oz Wine Glass COG: 4,26 / Price: 12,99",B0DH7Y6RDX,2025-07-27,IC-D6DJ-S9KY,2.0,,2598.0,,,,,,,,-1504.0,-852.0,242.0,242.0,1094.0,931.0,2840.0,,,12.0,1667.0
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98",B0DH7YGD9Q,2025-07-27,EC-NYJH-0YZA,22.0,1.0,43956.0,-1.0,-15417.0,-15417.0,,455.0,,-1387.0,-16374.0,-7238.0,3440.0,3440.0,10678.0,783.0,4753.0,,3507.0,142.0,1549.0
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,45 / Price: 21,98",B0DH83T7MF,2025-07-27,RP-GISO-TOFC,8.0,,15984.0,,,,,,,,-628.0,-276.0,6944.0,6944.0,9704.0,4344.0,25159.0,,,38.0,2105.0
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Him, Her - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98",B0DH86X93V,2025-07-27,Z0-L1YB-49DF,8.0,,15984.0,,-2914.0,-2914.0,,,,,-596.0,-2632.0,4478.0,4478.0,711.0,2802.0,17014.0,,1823.0,37.0,2162.0
"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,31 / Price: 19,98",B0DH87FYNN,2025-07-27,UM-NFPU-HUFM,3.0,,5994.0,,-168.0,-168.0,,,,,-2235.0,-993.0,1086.0,1086.0,2079.0,1812.0,10937.0,,2803.0,26.0,1154.0
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,48 / Price: 22,98",B0DH88L44J,2025-07-27,3E-J0TV-6W9S,15.0,,3447.0,-115.0,-11537.0,-11537.0,,,100.0,1344.0,-1561.0,-672.0,1832.0,1832.0,7208.0,531.0,2726.0,,3347.0,138.0,1087.0
"NewEleven 50th Birthday Gifts for Men Women - 1975 Birthday Decorations for Him, Her - Gifts for People Turning 50 Year Old Mom, Dad, Wife, Husband - Retro Trucker Hat COG: 1,99 / Price: 17,98",B0DHC2C1S4,2025-07-27,S1-6FQM-HSP6,4.0,,7192.0,,-1954.0,-1954.0,,,,,-2474.0,-796.0,1968.0,1968.0,2764.0,2736.0,24724.0,,2717.0,14.0,2857.0
"NewEleven 40th Birthday Gifts for Men Women - 1985 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat COG: 1,89 / Price: 16,98",B0DHC932W2,2025-07-27,HO-F3TN-5J1L,5.0,,899.0,,-1187.0,-1187.0,,,,,-429.0,-945.0,2568.0,2568.0,3513.0,2857.0,27175.0,,1320.0,10.0,5000.0
"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,35 / Price: 21,98",B0DHCFTYVW,2025-07-27,06-AGXV-L5EK,,,,,,,,,,,,,,,,,,,,11.0,
"NewEleven 70th Birthday Gifts For Men Women - 1955 70th Birthday Decorations - Gifts For Men Women Turning 70-70 Year Old Gifts For Man, Woman - 20 Oz Tumbler COG: 3,32 / Price: 19,98",B0DHCGTL3R,2025-07-27,DF-AWOB-F9BG,13.0,,25974.0,-2.0,-363.0,-363.0,,,,,-9652.0,-4316.0,8176.0,8176.0,12492.0,3148.0,18943.0,,1398.0,31.0,4194.0
"NewEleven My First Christmas, Picture Frame for New Parents Gifts, Babys First Christmas Ornament 2024 Girl Boy - New Baby Double Sided Picture Frame Ornament COG: 1,38 / Price: 6,99",B0DJT47X1F,2025-07-27,AT-3DYE-H0LB,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts for Friends, BFF, Coworker for Women, Appreciation Gifts, Thank You for Women - Best Friend Birthday Gift - Glass Christmas Ornament 2025 COG: 2 / Price: 7,99",B0DJY2BVJB,2025-07-27,R8-Q5WC-138Q,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Thank You Gifts for Women, Nurses, Teacher, Coworker, Friends - Gift for Women, Appreciation Present for Coworkers, Farewell, BFF, Woman, Men - Glass Christmas Ornaments COG: 1,9 / Price: 5,99",B0DJY7689G,2025-07-27,2F-J6P4-R5IG,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Birthday Gifts for Women, Inspirational Gift, Little Reminder, Unique Present for Women, Encouragement Gift, Teacher Appreciation Gifts - Ceramic Christmas Ornaments COG: 0,93 / Price: 9,99",B0DJYC5Y9Q,2025-07-27,9V-TCLV-MOMR,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Wedding Gifts - Mr and Mrs Bridal Shower Decorations - Gifts for Couples 2024 - Just Married Glass Christmas Ornaments COG: 1,9 / Price: 9,99",B0DJYZSQXT,2025-07-27,IV-T4XA-F1XT,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts for Dad, Love You Dad Gift Keepsake, Father Birthday Gift, Fun Birthday Gifts for Papa from Daughter, Son - Glass Heart Christmas Ornament COG: 2,16 / Price: 7,99",B0DJZ5B6YZ,2025-07-27,X7-HY6C-XQAD,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Baptism Gifts for Girl & Boy, Decorations Ornament, Baby Dedication & Godchild Gift - Ceramic Christmas Ornaments COG: 0,95 / Price: 5,99",B0DK11YCP5,2025-07-27,EF-QF2X-QCI3,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Retirement Ornament, Funny Retired Gift for Woman Men, Retired Gifts for Women Mom Nurses Teacher Coworker Friends, Christmas Tree Decorations, First Retirement Christmas Ornament 2024 COG: 1,15 / Price: 5,99",B0DK12WRBS,2025-07-27,48-I2ID-D1NR,,,,,,,,,,,174.0,-115.0,59.0,59.0,174.0,,5130.0,,,,
"NewEleven for Women, Friend Gifts for Women, for Woman - Best Friend Birthday Presents for Woman, BFF, Bestie, Soul Sister Gifts - Christmas Ornaments COG: 0,92 / Price: 4,99",B0DK14C5XC,2025-07-27,VV-WPUX-6TUE,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Christmas Decorations Indoor - Family Christmas Ornaments 2025 for Mom, Dad, Sister, Brother - Funny Ceramic Tree Décor COG: 0,9 / Price: 5,99",B0DK155YN3,2025-07-27,MW-Y980-J1MX,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Women - Friend Gifts Ornaments 2025 - Friendship Gifts for Friends, Birthday Gift for Women, Besties, Soul Sisters - Ceramic Christmas Ornaments COG: 0,91 / Price: 4,99",B0DK16MCXG,2025-07-27,JC-JJYR-OWD3,,,,,,,,,,,,,,,,,,,,8.0,
"NewEleven Best Friend Birthday Gifts for Women, Friends - Thank You Gift for Friend, Bestie, BFF for Her, Him - Christmas Ornaments COG: 2 / Price: 5,99",B0DK16RQ6J,2025-07-27,KG-02VI-0ANH,,,,,,,,,,,174.0,-2.0,-26.0,-26.0,174.0,,-1300.0,,,1.0,
"NewEleven Engagement Gifts for Couples 2024 - First Christmas Engaged Gifts for Her - Engagement Gift for Newly Engaged Couples, Her, Women, Friends, Bride to Be Gift, Glass Christmas Ornaments COG: 2,09 / Price: 7,99",B0DK16SMD9,2025-07-27,Q6-R02W-6Y1G,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven Gifts for Women, Friendship, Friends, Birthday Gift for Friends Female BFF Old Best Friends, Best Friend Ornament, Bestie Ornament COG: 0,93 / Price: 7,99",B0DK2YP1FB,2025-07-27,JR-LLGY-N975,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven for Aunt from Niece, Nephew for Auntie, Sister - Auntie Announcement, Promoted to Aunt, Best Aunts Ever Gift - Christmas Tree Decoration Ceramic Ornament COG: 0,94 / Price: 6,99",B0DLV7X769,2025-07-27,DH-DI42-NMFV,,,,,-78.0,-78.0,,,,,,,-78.0,-78.0,-78.0,,,,,1.0,
"NewEleven for Aunt from Niece, Nephew - Ornament for Aunt, New Auntie - Aunts Birthday Gift, Aunts Announcement, in My Auntie Era - Ceramic Christmas Ornaments COG: 1,19 / Price: 6,99",B0DLV9CFVS,2025-07-27,F8-F46H-JKVQ,,,,,-117.0,-117.0,,,,,,,-117.0,-117.0,-117.0,,,,,1.0,
"NewEleven Gifts for Her - Inspirational Ornaments - Thank You Gift, Appreciation Present for Men, Nurse, Teacher, Boss, Coworker - Christmas Tree Decoration Glass Ornament COG: 2,17 / Price: 7,99",B0DLV9V243,2025-07-27,2G-KSK7-6N0O,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven for Girl Mom - Pregnancy Gifts, Gender Reveal Idea for Pregnant, Expecting Mother, Mama, Mom to Be, Mommy to Be, First Time Mama - Ceramic Christmas Ornaments COG: 0,94 / Price: 6,99",B0DLVSLFY6,2025-07-27,RZ-LTWM-2Q4L,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Galentines Gifts for Friends, Book Ornament for Book Lovers - Book Lovers Gifts, for Readers, Nerd Gift - Glass Christmas Ornaments COG: 2,06 / Price: 5,99",B0DLVSQM66,2025-07-27,89-VBMR-N64I,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven 1985 40th Birthday Gifts For Women - 40 Year Old Birthday Gifts Idea For Women, Her, Mom, Wife - Turning 40 Gift For Woman - 20 Oz Tumbler COG: 3,58 / Price: 21,98",B0DM61B4F2,2025-07-27,1Y-PY2P-6Q4W,1.0,,2198.0,,-26.0,-26.0,,,,,-778.0,-358.0,802.0,802.0,116.0,3649.0,22402.0,,1183.0,20.0,500.0
"NewEleven 60th Birthday Gifts For Women - 1965 60th Birthday Decorations For Woman - Turning 60-60 Year Old Gifts For Women, Mom, Wife - 20 Oz Tumbler COG: 3,26 / Price: 21,98",B0DM63J16N,2025-07-27,CB-D2S7-7LAE,19.0,,41762.0,,-7152.0,-7152.0,,,,,-14782.0,-6194.0,13634.0,13634.0,19828.0,3265.0,22012.0,,1713.0,113.0,1681.0
"NewEleven House Warming Gifts, New Home Ornament 2025, Dream Home Gift Ideas Decor - Welcome Home Gifts, Housewarming Gift New Home, Best Housewarming Presents 2025 - Glass Ornament COG: 2,33 / Price: 9,99",B0DPM5JXP7,2025-07-27,BK-7AQP-YXO7,,,,,-476.0,-476.0,,,,,,,-476.0,-476.0,-476.0,,,,,11.0,
"NewEleven Gifts for Women, Gift for Her, Mom, Friends, A Year of Promises of God Bible Scripture Memory Verse Cards Set of 52 - Christian, Religious, Inspirational Gifts for Women COG: 3,5 / Price: 9,98",B0DQ42YY8T,2025-07-27,GQ-R013-PDDU,1.0,,998.0,,,,,,,,-543.0,-35.0,105.0,105.0,455.0,1052.0,3000.0,,,6.0,1667.0
"NewEleven Gifts For Him, Her - Gift For Men, Dad, Husband, Friend - Thank You, Appreciation, Graduation Present For Men, Boss, Coworker, Teacher - 14 Oz Self Stirring Mug COG: 8,36 / Price: 15,99",B0DQ59YSW3,2025-07-27,YB-7AHW-E7CH,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Christmas Ornaments COG: 2,1 / Price: 9,99",B0DR1SNKVX,2025-07-27,4L-EMQE-OQ2Y,1.0,,999.0,,,,,,,,-456.0,-21.0,333.0,333.0,543.0,3333.0,15857.0,,,1.0,10000.0
"NewEleven Wedding Gifts - Mr and Mrs, Bridal Shower Decorations - Wedding Gifts for Couples 2025, Bride Gift for Friends - Just Married Glass 2025 Ornament COG: 1,81 / Price: 9,99",B0DRT2D2ZB,2025-07-27,GU-M8AT-5NTK,,,,,,,,,100.0,181.0,,,181.0,181.0,,,,,,4.0,
"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Ornament COG: 1,8 / Price: 9,99",B0DRT3MK34,2025-07-27,87-ARXM-YV1I,6.0,,5994.0,,-1883.0,-1883.0,,,100.0,18.0,-2526.0,-108.0,685.0,685.0,1585.0,1143.0,6343.0,,3141.0,16.0,3750.0
"NewEleven Teacher Appreciation Gifts For Women, Thank You Gift for Teachers, Inspirational School Teacher Gifts from Students for Birthday, Retirement, Bible Jar For Teachers with 92 Bible Verses COG: 2,33 / Price: 17,98",B0DVSJLHZN,2025-07-27,W1-8IDB-BZ73,1.0,,1798.0,,,,,,,,-712.0,-233.0,853.0,853.0,1086.0,4744.0,36609.0,,,9.0,1111.0
"NewEleven Fathers Day Gift For Dad, Birthday Gifts For Dad From Daughter, Son - New Dad Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse COG: 2,14 / Price: 16,98",B0DVSKBSWN,2025-07-27,GE-UCH3-MNIE,2.0,,3396.0,,,,,,100.0,214.0,-619.0,-428.0,2563.0,2563.0,2777.0,7547.0,59883.0,,,41.0,488.0
"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse COG: 1,99 / Price: 16,98",B0DVSKXLS5,2025-07-27,UI-VXIT-1YW7,8.0,,13584.0,,-1851.0,-1851.0,,,,,-369.0,-1592.0,6451.0,6451.0,8043.0,4749.0,40521.0,,1363.0,65.0,1231.0
"NewEleven Class Of 2025 Graduation Gifts For Her, Friends - Funny Master Degree, College Graduation Gifts From Friends And Family - 16 Oz Coffee Glass COG: 2,3 / Price: 9,99",B0DWMZXCZP,2025-07-27,UZ-8P0A-GPKD,3.0,,3597.0,,,,,,,,-2091.0,-69.0,816.0,816.0,1506.0,2269.0,11826.0,,,5.0,6000.0
"NewEleven Nurse Gifts For Women, Nursing Student, Nurses Practitioner, Registered Nurses - Nurse Appreciation Gifts For Women From Friends, Family And Coworker - 20 Oz Tumbler COG: 3,5 / Price: 12,98",B0DWN2GX75,2025-07-27,P3-U5Q5-Y2JP,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Nurse Gifts For Women, Nursing Student, Nurses Practitioner, Registered Nurse - Gifts For Nurses From Friend, Family And Coworker - 16 Oz Coffee Glass COG: 2,43 / Price: 9,99",B0DWN3SH33,2025-07-27,C0-X5FU-OU85,,,,,,,,,,,257.0,,257.0,257.0,257.0,,,,,14.0,
"NewEleven Gifts For Mom From Husband Daughter, Son - Mom Birthday Gifts, Unique Present For Wife, Mama, Women - 20 Oz Tumbler COG: 3,5 / Price: 16,98",B0DXVPDSJK,2025-07-27,KE-3OXS-UDHH,,,,,,,,,,,,,,,,,,,,74.0,
"NewEleven Gift For Teachers - Teacher Appreciation Gifts For Women, New Teachers - Teacher Gifts For Women From Student, Friends, Family And Coworker - 20 Oz Tumbler COG: 3,42 / Price: 12,98",B0DYDZFRZD,2025-07-27,4E-EG59-NN41,2.0,,3396.0,,-517.0,-517.0,,,,,-1392.0,-684.0,803.0,803.0,1487.0,2365.0,11740.0,,1522.0,7.0,2857.0
"NewEleven Birthday Gifts for Dad from Daughter, Son, Wife - First Time Present for Father, Men, Girl Dads Hat - Trucker Hat COG: 2,67 / Price: 17,98",B0DYJ45P7Q,2025-07-27,QF-PTRY-DG2W,,,,,,,,,,,,,,,,,,,,9.0,
"NewEleven Retirement Gift For Woman 2025 - Coworker Leaving Gift, Going Away Gifts For Friends, Her, Mom, Boss - Farewell Gifts For Coworkers Women From Friend, Family And Colleague - 16 Oz Wine Glass COG: 4,83 / Price: 23,98",B0F13MKH7X,2025-07-27,ML-PHKJ-4KBU,4.0,1.0,9592.0,,,,,2500.0,,-2081.0,-3732.0,-1932.0,1847.0,1847.0,3779.0,1926.0,9560.0,,,34.0,1176.0
"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse COG: 2,59 / Price: 18,98",B0F13S4HSG,2025-07-27,M7-LMCU-PTYK,8.0,,15184.0,,-993.0,-993.0,,,,,-5832.0,-2072.0,-2650.0,-2650.0,-578.0,-1745.0,-12790.0,,6540.0,174.0,460.0
"NewEleven Daughter Birthday Gifts - Gifts For Daughter, Daughters In Law - Daughters Birthday Gift Ideas From Mom, Dad - Decorative Glass Scripture Jar With 92 Bible Verse COG: 2,44 / Price: 17,98",B0F13VCCMP,2025-07-27,CG-9LUS-K14G,2.0,,3596.0,,-77.0,-77.0,,,,,-1424.0,-488.0,914.0,914.0,1402.0,2542.0,18730.0,,2141.0,54.0,370.0
"NewEleven Fathers Day Gift For Dad - Funny Present For Father, Men - Dad Birthday Gift, Unique Father Gifts From Daughter, Son, Kid, Wife - 20 Oz Tumbler Navy COG: 3,5 / Price: 16,98",B0F17F23MZ,2025-07-27,R8-7X5D-8W4W,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Grandpa Gifts - Fathers Day Gift For Grandpa, Birthday Gifts For Grandfather, Papa - Grandfather Gift Ideas From Granddaughter, Grandson, Kids - 20 Oz Tumbler COG: 3,42 / Price: 16,98",B0F17MLPQ4,2025-07-27,M0-BMOU-WK4K,1.0,,1698.0,-85.0,,,,,,,-681.0,-342.0,590.0,590.0,932.0,3475.0,17251.0,,,2.0,5000.0
"NewEleven Retirement Gift For Woman 2025 - Farewell Gifts For Coworkers, Boss, Friend, Teacher, Grandma - Coworker Leaving Gifts For Women From Friend, Family - Tumbler 12 Oz COG: 3,4 / Price: 22,98",B0F189PXWB,2025-07-27,L4-F4C9-QOS5,,,,,-11.0,-11.0,,,100.0,34.0,,,230.0,230.0,-11.0,,,,,12.0,
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98",B0F18CMJ3L,2025-07-27,CU-4EWE-9UH1,42.0,,96516.0,-115.0,-15829.0,-15829.0,,,100.0,196.0,-3505.0,-8232.0,37486.0,37486.0,45522.0,3884.0,45537.0,,1640.0,164.0,2561.0
"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler COG: 3,5 / Price: 22,98",B0F18PVLJ1,2025-07-27,WD-3UXP-TSPV,12.0,,27576.0,,-9978.0,-9978.0,,,100.0,35.0,-1002.0,-42.0,3728.0,3728.0,7578.0,1352.0,8876.0,,3618.0,80.0,1500.0
"NewEleven Gifts For Dad - Funny Present For Father, Men - Dad Birthday Gift, Unique Father Gifts From Daughter, Son, Kid, Wife - 20 Oz Tumbler Black COG:  / Price: 0",B0F1FWGNH8,2025-07-27,,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Birthday Gifts For Mom, Funny Card Gifts For Mom, Awesome Mommy Present From Daughter, Best Mother's Day Gift Idea For Wife, Sister - Humorous Greeting Card COG: 0,45 / Price: 9,99",B0F2T4JDF7,2025-07-27,AU-GMLU-KG6Z,5.0,,4995.0,,-2295.0,-2295.0,,,,,-197.0,-225.0,505.0,505.0,73.0,1011.0,22444.0,,4595.0,88.0,568.0
"NewEleven Funny Gifts For Mom, Mothers Day Card For Mom From Daughter, Kids On Mother's Day - Funny Mothers Day Gifts, Birthday Present, Humorous Greeting Cards For Mother COG: 0,42 / Price: 7,99",B0F2TC6CP7,2025-07-27,GI-HLHH-RG89,,,,,,,,,,,,,,,,,,,,8.0,
"NewEleven Mother's Day Card, Mother Daughter Gift, Gifts For Mom From Daughter - Unique Mom Gift For Mother's Day, Heartfelt Message To Moms - Greeting Card COG: 0,42 / Price: 7,99",B0F2TD6J1Q,2025-07-27,JR-0H6N-UXCH,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts For Mom - Birthday Card For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - Greeting Card COG: 0,46 / Price: 9,99",B0F2TDMHFC,2025-07-27,LT-01MF-LZ2N,6.0,1.0,5994.0,,-4448.0,-4448.0,,1667.0,,-867.0,-3035.0,-23.0,-2586.0,-2586.0,-2356.0,-4314.0,,,7421.0,51.0,1176.0
"NewEleven Retirement Gifts - Retirement Gift for Woman, Farewell Gift, Goodbye Present for Men, Women - Going Away, Goodbye Gifts for Coworkers - Candle COG: 3,8 / Price: 11,98",B0F3C9BMFZ,2025-07-27,WY-FHPL-MTWW,1.0,,1198.0,,-15.0,-15.0,,,,,-653.0,-38.0,150.0,150.0,53.0,1252.0,3947.0,,125.0,11.0,909.0
"NewEleven Gifts For Dad, Dad Birthday Gift For Father From Daughter, Son, Kid, Wife - Birthday Card, Unique Gifts, Funny Present For Dads, Humorous Greeting Card COG: 0,44 / Price: 7,99",B0F59PXL1F,2025-07-27,7G-FTQK-LHH4,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts For Dad - Fathers Day Card For Dad, Birthday Present For Dads, Bonus Dads - Fathers Day Card From Daughter, Son, Kid, Wife - Humorous Greeting Card COG: 0,44 / Price: 4,99",B0F59S997T,2025-07-27,F0-2QAC-J9UH,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Birthday Card For Dad - Fathers Day Gift, Heartfelt Present For Dads, Bonus Dads, Father In Law - Dad Birthday Gift From Daughter, Son, Kid, Wife - Greeting Card COG: 0,44 / Price: 7,99",B0F59VGXBY,2025-07-27,4N-OLIJ-V92Z,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven Father's Day Gifts - Gifts For Dad, Birthday Gift, Funny Present For Dads, Bonus Dads - Dad Birthday Card From Daugther, Son, Kid - Humorous Greeting Card COG: 0,44 / Price: 7,99",B0F59VRD37,2025-07-27,NB-CCIF-JJB6,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Husband Gift - Romantic Gifts, Father's Day Gifts For Husband From Wife - Unique Present, Heartfelt Message, Fathers Day Card For Husbands - Greeting Card COG: 0,44 / Price: 7,99",B0F59VYMYR,2025-07-27,4N-UKMX-U3ON,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Dad Birthday Gift - Meaningful Present For Dads, Bonus Dads - Cute Dad Birthday Card, Fathers Day Card From Son, Daughter, Favorite Kids - Greeting Card COG: 0,44 / Price: 7,99",B0F59X5XB6,2025-07-27,BQ-8IHB-2PJV,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Gifts For Son - Meaningful Fathers Day Card For Son From Mom And Dad - Unique Present, Heartfelt Messeage, Father's Day Gifts For Sons, Dad First Time - Greeting Card COG: 0,44 / Price: 7,99",B0F59X7WSH,2025-07-27,H2-9Z1Y-AGEF,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Dad Birthday Gift For Dad, Bonus Dads - Fathers Day Card, Unique Present, Heartfelt Messesage For Father From Daughter, Son, Kids - Greeting Card COG: 0,44 / Price: 7,99",B0F59XTYB6,2025-07-27,45-R2A7-EGYZ,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven Dad Birthday Card - Gifts For Dad From Daughter, Son, Kid - Father's Day Gift Idea For Dads, Bonus Dads - Humorous Greeting Card COG: 0,44 / Price: 7,99",B0F59YJV71,2025-07-27,50-79MF-SYWH,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Funny Dad Birthday Gift from Daughter, Son, Kids – Humorous Card for Daddy, Bonus Dad, Father-in-Law – Great for Father’s Day, Birthday, Just Because – Sentimental Greeting Card COG: 0,44 / Price: 7,99",B0F59YVGWG,2025-07-27,8P-L50D-6IVR,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven Grandpa Gifts - Grandpa Birthday Gifts, Gift For Grandparents From Kids, Child - Birthday Gift, Heartfelt Message, Fathers Day Card For Grandpa, Papa - Greeting Card COG: 0,44 / Price: 7,99",B0F59Z29ZR,2025-07-27,OQ-C9LE-D894,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Father's Day Gifts For Dad - Birthday Card For Dad From Daughter, Son, Kids - Funny Present For Dads, Bonus Dads On Father's Day, Birthday - Greeting Card COG: 0,44 / Price: 7,99",B0F59ZP32J,2025-07-27,MM-63UP-STVK,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Gifts For Dad - Dad Birthday Card, Funny Present, Fathers Day Card For Dads From Daughter, Son, Kids - Unique Birthday, Father's Day Gift - Humorous Greeting Cards COG: 0,44 / Price: 7,99",B0F5B1ZFQW,2025-07-27,92-DVSY-QP6W,1.0,,799.0,-4.0,,,,,,,-438.0,-44.0,277.0,277.0,321.0,3467.0,62955.0,,,3.0,3333.0
"NewEleven Coworker Gifts For Women, Men - Funny Best Friend Present For Work Bestie, Boss, Friends - Gift For Boss, Employer, Bestfriend Gag Gift From Colleague, Friends - 20 Oz Tumbler COG: 0 / Price: 19,98",B0F6M1XX87,2025-07-27,51-MNGA-I4QG,3.0,3.0,5094.0,,,,,10000.0,,-4111.0,-2088.0,,-1105.0,-1105.0,-1105.0,-2169.0,,,,32.0,938.0
