Product,ASIN,Date,SKU,Units,Refunds,Sales,Promo,Ads,Sponsored products (PPC),Sponsored Display,% Refunds,Sellable Quota,Refund сost,Amazon fees,Cost of Goods,Gross profit,Net profit,Estimated payout,Margin,ROI,BSR,Real ACOS,Sessions,Unit Session Percentage
"NewEleven Fathers Day Gift For Dad - Cool Dad Gifts From Daughter - Unique Birthday Present Ideas For Father, Husband, Bonus Papa, Step Father, New Papa From Daughter - 20 Oz Tumbler COG: 3,63 / Price: 19,98",B0CJLM3SV5,2025-07-01,5B-L34H-TU17,1.0,,1998.0,,,,,,,,-785.0,-363.0,850.0,850.0,1213.0,4254.0,23416.0,,,3.0,3333.0
"NewEleven Gifts For Mom - Birthday Gifts For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - 20 Oz Tumbler COG: 3,65 / Price: 19,98",B0CJX4XSXB,2025-07-01,S8-FINW-47HP,6.0,,11988.0,,-2667.0,-2604.0,-63.0,,100.0,342.0,-447.0,-2052.0,3141.0,3141.0,4851.0,2620.0,15307.0,,2225.0,41.0,1463.0
"NewEleven Fathers Day Gift For Grandpa From Granddaughter, Grandson - Birthday Present Ideas For Grandfather, New Grandfather, Promoted To Granddad, Grandchildren, Grandkids - 20 Oz Tumbler COG: 3,5 / Price: 17,98",B0CKYJ8WLN,2025-07-01,FM-KSML-Z7CU,4.0,,7192.0,,-1967.0,-1967.0,,,,,-3008.0,-14.0,817.0,817.0,2217.0,1136.0,5836.0,,2735.0,24.0,1667.0
"NewEleven Birthday Gifts For Men, Women - Gifts For Dad, Grandpa, Husband - Thank You Gift, Appreciation Gift, Best Birthday Present For Dad, Father, Boss, Coworker, Teacher - Beer Mug COG: 0 / Price: 12,99",B0CKYL86S1,2025-07-01,TQ-XEIJ-MYZO,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven 30th Birthday Gifts For Her Women - 1994 30th Birthday Decorations For Women - 30 Year Old Gifts Idea For Woman, Friends, Sister - 16 Oz Coffee Glass COG: 2,21 / Price: 12,99",B0CKYM9HQW,2025-07-01,IC-RCY9-PJCV,1.0,,1299.0,,,,,,,,-714.0,-221.0,364.0,364.0,585.0,2802.0,16471.0,,,16.0,625.0
"NEWELEVEN Christmas Book Lovers Gifts for Women, Friends - Bookshelf Cup, Accessories for Writers, Readers, Librarian, Bookaholic, Bookworm - 16 Oz Coffee Glass COG: 2,22 / Price: 9,99",B0CKYMNV39,2025-07-01,QE-7AYT-7B4M,2.0,,1998.0,-5.0,-161.0,-161.0,,,,,-1165.0,-444.0,-1271.0,-1271.0,-827.0,-6361.0,-28626.0,,8058.0,31.0,645.0
"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler COG: 3,69 / Price: 17,98",B0CLYRNFBT,2025-07-01,3N-MM56-1WA4,1.0,,1599.0,,-576.0,-574.0,-2.0,,,,-719.0,-369.0,-65.0,-65.0,304.0,-407.0,-1762.0,,3602.0,12.0,833.0
"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler COG: 3,76 / Price: 16,99",B0CLYSGX7Q,2025-07-01,OA-DGFL-ZKWU,,,,,,,,,,,,,,,,,,,,8.0,
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter - Husband Gifts - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter - 20 Oz Tumbler COG: 3,19 / Price: 19,98",B0CM5R5BDX,2025-07-01,WC-3I7C-6VN5,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Kids - Husband Gift - Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,44 / Price: 19,98",B0CM5RJ8VD,2025-07-01,1J-71GS-RJFC,4.0,,7992.0,,,,,,,,-1917.0,-1376.0,4699.0,4699.0,6075.0,5880.0,34150.0,,,28.0,1429.0
"NewEleven 40th Birthday Gifts for Men Women - 1984 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat COG:  / Price: 0",B0CM5RLDXX,2025-07-01,,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Dad Gifts - Birthday Gifts For Dad From Daughter - Husband Gift - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter - 20 Oz Tumbler COG: 3,19 / Price: 15,98",B0CM5RY3QS,2025-07-01,J7-CYQ3-G6E8,,,,,,,,,,,,,,,,,,,,7.0,
"NewEleven 60th Birthday Gifts For Women, Her - Vintage 1964 60th Birthday Decorations For Women - 60 Year Old Present Ideas For Wife, Mom, Grandma, Friends, Female - 16 Oz Wine Glass COG: 4,6 / Price: 19,98",B0CM5SQT4T,2025-07-01,E3-HD9J-GXWE,,,,,,,,,,,,,,,,,,,,9.0,
"NewEleven 50th Birthday Gifts for Men Women - 1974 Birthday Decorations for Men Women - Gifts for Turning 50-50 Year Old Gifts for Man, Woman, Mom, Dad, Wife, Husband - Retro Trucker Hat COG: 2,52 / Price: 14,99",B0CM5T2F1V,2025-07-01,4Q-CVN5-SRBD,1.0,,1499.0,,,,,,,,-743.0,-252.0,504.0,504.0,756.0,3362.0,20000.0,,,3.0,3333.0
"NewEleven Gifts For Brothers From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law, Men - 20 Oz Tumbler Navy COG: 3,69 / Price: 19,98",B0CN926PG1,2025-07-01,1O-O788-ZCZU,1.0,,1998.0,,,,,,,,-785.0,-369.0,844.0,844.0,1213.0,4224.0,22873.0,,,3.0,3333.0
"NewEleven 40th Birthday Gifts For Men Women - 1984 40th Birthday Decorations - Gift For Men Women Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,9 / Price: 16,98",B0CN92WPN9,2025-07-01,JS-J748-15DE,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven 50th Birthday Gifts For Men Women - 1974 50th Birthday Decorations - Gifts For Men Women Turning 50-50 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 4,1 / Price: 18,98",B0CN93621G,2025-07-01,8D-V9PG-OCNF,,1.0,,,,,,,50.0,-1085.0,,,-1085.0,-1085.0,-1495.0,,,,,14.0,
"NewEleven 50th Birthday Gifts For Men Women - 1974 50th Birthday Decorations - Gifts For Men Women Turning 50-50 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,65 / Price: 19,98",B0CN93LZ5M,2025-07-01,RQ-VBDU-6QPJ,,,,,,,,,,,,,,,,,,,,11.0,
"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Dad, Men, Car Guys - Unique Present Idea For Father, Papa, Husband, Uncle, Guys From Daughter, Son, Kids, Wife - 20 Oz Tumbler COG: 3,93 / Price: 19,98",B0CNTFTNT9,2025-07-01,MO-1909-MXZY,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Gifts For Grandma - Grandma Gifts From Granddaughter, Grandson - Birthday Gift For Grandmother, Nana, Gigi, Mimi, Grammy From Grandchildren, Grandchild - 20 Oz Tumbler COG: 3,62 / Price: 17,98",B0CQ2K12H3,2025-07-01,RR-GSRH-DCUL,,,,,,,,,,,,,,,,,,,,12.0,
"NewEleven Fathers Day Gift For Grandpa - Grandpa Gifts From Granddaughter, Grandson - Unique Birthday Present Ideas For Grandfather, New Granddad, Promoted To Granddad, Grandchildren - 20 Oz Tumbler COG: 3,48 / Price: 19,98",B0CQ4X98YF,2025-07-01,IW-TRN7-KQLA,1.0,2.0,1998.0,,,,,20000.0,,-3759.0,-745.0,-348.0,-2854.0,-2854.0,-2506.0,-14284.0,-82011.0,,,2.0,5000.0
"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass COG: 2,58 / Price: 15,98",B0CQJZP6TK,2025-07-01,FJ-K5JP-AWYT,13.0,,20774.0,-16.0,-6077.0,-6067.0,-1.0,,,,-9321.0,-3354.0,1862.0,1862.0,5216.0,896.0,5552.0,,2925.0,86.0,1512.0
"NewEleven Fathers Day Gift For Him - Birthday Gifts For Men, Funny Gift For Dad, Husband, Grandpa, Uncle, Old Men - Cool Gifts For Dad From Daughter, Son – 20 Oz Tumbler COG: 3,47 / Price: 19,98",B0CRDFWF44,2025-07-01,A5-0R5N-261B,3.0,,5994.0,,-1064.0,-1064.0,,,,,-2235.0,-1041.0,1654.0,1654.0,2695.0,2759.0,15889.0,,1775.0,24.0,1250.0
"NewEleven Gift For Friends, Bestie - Birthday Gifts for Women Friendship - Unique Friendship Gifts For Women, Friend, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass COG: 2,81 / Price: 14,98",B0CRKQR2KF,2025-07-01,C6-OPZ3-4B3S,11.0,,10989.0,,-1543.0,-1543.0,,,100.0,281.0,-5973.0,-3091.0,663.0,663.0,3473.0,603.0,2145.0,,1404.0,84.0,1310.0
"NewEleven Gifts For Grandma - Grandmother Birthday Gifts, Gift for Grandma From Granddaughter Grandson - Presents For Nana, Gigi, Mimi, Grammy, New Grandmother - 20 Oz Tumbler COG: 3,5 / Price: 16,98",B0CRKR75LJ,2025-07-01,XF-QHNV-2YN6,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 15,98",B0CRVTN11L,2025-07-01,Y1-7KOS-V5KR,26.0,1.0,41548.0,,-14935.0,-14816.0,-119.0,385.0,100.0,-1118.0,-18809.0,-728.0,-594.0,-594.0,6406.0,-143.0,-816.0,,3595.0,135.0,1926.0
"NewEleven Birthday Gifts For Women - Funny Gag Gifts Ideas For Mom, Grandma, Wife, Her, Sister, Coworker - 40th 50th 60th 70th 80th Birthday Gifts For Women – 20 Oz Tumbler COG: 3,48 / Price: 15,98",B0CT8JTMF8,2025-07-01,T3-8QDV-BD6U,,,,,,,,,,,,,,,,,,,,14.0,
"NewEleven 80th Birthday Gifts For Men Women - 1944 80th Birthday Decorations - Gifts For Men Women Turning 80-80 Year Old Gifts For Man, Woman - 20 Oz Tumbler COG: 3,58 / Price: 19,98",B0CT8N6CSJ,2025-07-01,VN-NUNJ-RBKB,,,,,,,,,,,,,,,,,,,,7.0,
"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Party Decorations - Coworker Leaving Gifts, Farewell Gift, Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,41 / Price: 23,98",B0CWNTN1JN,2025-07-01,XL-MR6A-RPZ5,2.0,,4796.0,-12.0,,,,,100.0,441.0,-1846.0,-882.0,2389.0,2389.0,283.0,4981.0,27086.0,,,48.0,417.0
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Aunts, Sister - Aunts Birthday Gift, Auntie Announcement, Promoted To Auntie, Best Aunties Ever - 20 Oz Tumbler COG: 3,56 / Price: 14,98",B0CWTR4RFZ,2025-07-01,KH-DRF5-O4UX,,,,,,,,,,,,,,,,,,,,7.0,
"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Father, Husband - Gifts For Father, New Dad, Bonus Papa, Husband, Uncle From Daughter, Son Mug with Lid - 14 Oz Tumbler COG: 4,17 / Price: 22,98",B0CXXG46HR,2025-07-01,TF-FGX1-1AVQ,1.0,,2298.0,,,,,,,,-835.0,-417.0,1046.0,1046.0,1463.0,4552.0,25084.0,,,7.0,1429.0
"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass COG: 2,55 / Price: 15,98",B0CXXJ751C,2025-07-01,7X-5K3W-K6CS,2.0,,3196.0,,-1048.0,-1048.0,,,,,-1602.0,-51.0,36.0,36.0,546.0,113.0,706.0,,3279.0,33.0,606.0
"NewEleven 50th Birthday Gifts For Women - 1974 50th Birthday Decorations - Gifts For Women Turning 50-50 Year Old Gift For Woman - 20 Oz Tumbler COG: 4,41 / Price: 21,98",B0CXXM1YD1,2025-07-01,S0-O0TX-WM8D,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven Trucker Cap for Men, Dad, Husband, Fisherman – Funny Fishing Hat, Trucker Hat Birthday Present for Him, Father, Guys Who Love Fishing COG: 2,67 / Price: 17,98",B0CY4G9VSR,2025-07-01,BP-B33W-HG8K,15.0,,2997.0,-3.0,-948.0,-9475.0,-5.0,,,,-13167.0,-4005.0,3018.0,3018.0,7023.0,1007.0,7536.0,,3163.0,160.0,938.0
"NewEleven Gifts For Him, Men - Fishing Gifts For Men, Dad, Cup Gift For Fisherman, Father - Dad Birthday Gift From Wife, Kids - 20 Oz Tumbler COG: 3,41 / Price: 17,98",B0CY4HY9KC,2025-07-01,KK-1KUK-ZBSZ,,,,,,,,,100.0,341.0,,,341.0,341.0,,,,,,9.0,
"NewEleven Gifts For Him - Fishing Gifts For Men, Dad, Fisherman, Father - Practical Gift, Dad Birthday Present, Men, Husband - 20 Oz Tumbler COG: 3,66 / Price: 17,98",B0CY4MC1GJ,2025-07-01,YJ-23CQ-KDB5,6.0,,11988.0,-1.0,-2121.0,-2121.0,,,,,-4694.0,-2196.0,2877.0,2877.0,5073.0,2400.0,13101.0,,1769.0,36.0,1667.0
"NewEleven Fathers Day Gift For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Him - Grill Cooking BBQ Kitchen Chef Apron COG: 2,63 / Price: 15,98",B0CY4VFW91,2025-07-01,7G-UBOK-AMA7,,1.0,,,,,,,,-844.0,,,-844.0,-844.0,-844.0,,,,,12.0,
"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Glass - 16 Oz Coffee Glass COG: 2,1 / Price: 15,98",B0CYPT8HM7,2025-07-01,C9-FSMU-8JV2,,,,,-2509.0,-2509.0,,,,,,,-2509.0,-2509.0,-2509.0,,,,,18.0,
"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Forties Era Glass - 16 Oz Coffee Glass COG: 2,61 / Price: 15,98",B0CYPWBV21,2025-07-01,SB-QEC6-U9NU,1.0,1.0,1699.0,,-133.0,-133.0,,10000.0,,-1487.0,-771.0,-261.0,-953.0,-953.0,-692.0,-5609.0,-36513.0,,783.0,6.0,1667.0
"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Sister, Mom, Daughter, Best Friend - In My Forties Era Wine Tumbler - 12 Oz Tumbler COG: 3,21 / Price: 17,98",B0CYS94K31,2025-07-01,75-LNB7-IBAL,14.0,1.0,23374.0,,-6896.0,-6896.0,,714.0,,-1573.0,-9256.0,-4494.0,1155.0,1155.0,5649.0,494.0,2570.0,,2950.0,36.0,3889.0
"NewEleven Birthday Gifts for Women, Funny Present for Best Friend Women - My Last Nerve Candle - Unique Birthday Gifts for Woman, Her, Mom, BFF, Sister - 10 Oz Candle COG: 4,3 / Price: 9,49",B0CYSGX6DF,2025-07-01,U2-T22R-L5YH,,,,,,,,,,,,,,,,,,,,8.0,
"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bachelorette Party, Engagement Gift For Women - Gift For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass COG: 2,35 / Price: 9,99",B0CYSTZG5R,2025-07-01,UH-A4QB-NCR6,,,,,,,,,,,,,,,,,,,,8.0,
"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Book Themed Gift for Readers, Librarians, Bookaholics - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass COG: 2,32 / Price: 13,98",B0CZDV6J3V,2025-07-01,0B-GUIB-F6GL,6.0,,8388.0,-294.0,-1.0,-1.0,,,,,-4331.0,-1392.0,2271.0,2271.0,3663.0,2707.0,16315.0,,119.0,15.0,4000.0
"NewEleven Fathers Day Gift For Dad From Daughter Son Kids - Gift For Dad, Father, Step Father - Funny Birthday Gifts For Father - 20 Oz Tumbler COG: 3,38 / Price: 19,98",B0CZRZTBMT,2025-07-01,DJ-XD9G-NIPY,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven Gifts For Nurse - Nursing Graduation Gift For Women Her - Caregiver Appreciation Gifts, Nursing Student, New Nurses, Nurse Practitioner, RN - 16 Oz Coffee Glass COG: 2,68 / Price: 9,99",B0D1GF81G8,2025-07-01,WJ-F0KW-EYOB,2.0,,1998.0,,,,,,,,-1174.0,-536.0,288.0,288.0,824.0,1441.0,5373.0,,,17.0,1176.0
"NewEleven 40th Birthday Gifts Women Men - 1985 40th Birthday Decorations For Men Women - Gifts For Men Women Turning 40-40 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,43 / Price: 14,98",B0D1GH6WJ6,2025-07-01,ZV-XJ69-4UIW,,,,,,,,,,,,,,,,,,,,10.0,
"NewEleven Gifts For Teacher - Teacher Gifts For Women - Teachers Appreciation, Retirement, Graduation Presents - End Of Year Teachers Gift From Student - 16 Oz Coffee Glass COG: 3,53 / Price: 12,99",B0D1GHNG9D,2025-07-01,DQ-DU5J-C7CQ,,1.0,,,,,,,,-1137.0,,,-1137.0,-1137.0,-1137.0,,,,,4.0,
"NewEleven Gifts For Girl Mom - Gift For A Mom Of Girls, Pregnant Moms, Expecting Moms, Mama, Mother To Be, Mommy To Be, First Time Mommy - 16 Oz Coffee Glass COG: 2,46 / Price: 15,98",B0D1K731RT,2025-07-01,9U-YWFQ-3O7Z,4.0,,6392.0,,-72.0,-72.0,,,,,-3052.0,-984.0,1636.0,1636.0,262.0,2559.0,16626.0,,1126.0,31.0,1290.0
"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For Godmom, Godparents - 16 Oz Coffee Glass COG: 2,58 / Price: 17,98",B0D2NSHWZK,2025-07-01,J5-EJIM-0Y8E,2.0,,3596.0,,-53.0,-53.0,,,,,-1574.0,-516.0,976.0,976.0,1492.0,2714.0,18915.0,,1474.0,14.0,1429.0
"NewEleven 21st Birthday Gifts For Women, Her - 2004 Birthday Decorations - 21 Year Old Gifts Ideas For Women, Her, Daughter, Sister, Best Friends - 16 Coffee Glass COG: 3,66 / Price: 16,98",B0D39T2MVK,2025-07-01,73-AOV6-10DJ,,,,,,,,,,,,,,,,,,,,6.0,
"NewEleven Witchy Gifts for Women, Witch Gifts, Witch Stuff, Witch Accessories - Birthday Halloween Presents for Women Witches Wiccan Her Friend Sister Daughter Female - 16 Oz Coffee Glass COG: 2,65 / Price: 15,99",B0D5YGB4KV,2025-07-01,ZB-3CPZ-WSS8,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven 50th Birthday Gifts For Women, 50th Birthday Decorations, 50 Years Old Gifts For Her, Sister, Mom, Bestie, 1975 Birthday Gift For Women, Fifties Wine Tumbler - 12 Oz Tumbler COG: 3,84 / Price: 16,98",B0D5YHG24C,2025-07-01,V3-2DHI-A0G1,1.0,,1698.0,,,,,,,,-696.0,-384.0,618.0,618.0,1002.0,3640.0,16094.0,,,6.0,1667.0
"NewEleven House Warming Gifts, New Home Ornament 2025, Dream Home Presents Ideas for Couple - Welcome Home Gifts, Housewarming Gift New Home, Best Housewarming Gift 2024 - Ceramic Ornament COG: 0,68 / Price: 7,99",B0D6144Q48,2025-07-01,1Z-298F-OLVI,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Gifts New Home - Best Housewarming Gifts 2025, Housewarming Gift - Presents for Homeowners, First House Gift - New Home Candle COG: 4,7 / Price: 15,98",B0D6GGZ5TL,2025-07-01,IV-JPRM-B4VI,1.0,,1598.0,,,,,,,,-763.0,-47.0,365.0,365.0,835.0,2284.0,7766.0,,,17.0,588.0
"NewEleven Canvas Book Tote Bag Gifts For Readers, Novel Lovers Gift, Bookish Gifts - Gift For Book Lovers Readers Nerds Bookworm Librarian Women - Bookish Items, Reading Accessories COG: 3,17 / Price: 9,99",B0D6NQ8KL6,2025-07-01,9K-KRK1-ALN8,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven Teacher Appreciation Gifts - Difference Maker Gift for Friend, Co-Worker, Boss - Motivational, Graduation Gifts for Women - Goodbye Gift for Coworkers - Scented Candle COG: 5,58 / Price: 15,98",B0D72QM578,2025-07-01,8M-I3B0-E0CI,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Pregnancy Announcement for Husband Wife Family, Gender Reveal Gifts, Pregnancy Gifts for Expecting Mom, for New Mom, New Dad, New Parents - Ornament COG: 0,9 / Price: 7,99",B0D72Z4996,2025-07-01,FB-GMDU-EXTV,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Thank You Gifts Difference Maker - Christmas, Birthday Gifts for Women, Men - Teacher Appreciation Gift, Graduation Gift, Retirement Present for Woman, Ceramic Ornament COG: 1,07 / Price: 6,99",B0D739JLH2,2025-07-01,6K-L9YU-Z8JE,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations For Women - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Wine Tumbler - 12 Oz Tumbler COG:  / Price: 0",B0D79751XN,2025-07-01,,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven Retirement Gifts, Farewell Gift, Goodbye Present for Coworkers, New Beginnings Gifts for Women Men, Christmas Gift for Coworkers Friends Work Bestie Boss Leader - 8 Oz Candle COG: 4,99 / Price: 15,98",B0D7HMXCSP,2025-07-01,UB-TA3P-4YBQ,16.0,2.0,28768.0,-18.0,-12.0,,-12.0,1250.0,100.0,-3374.0,-12706.0,-7984.0,4512.0,4512.0,11498.0,1568.0,5651.0,,4.0,117.0,1368.0
"NewEleven Pet Memorial Gifts for Dogs, Cat Loss Gift - Dog Remembrance, Loss of Pet Sympathy Gifts, Pet Passing Away Gift, Rainbow Bridge Dog Remembrance Presents - Memorial Candle COG: 6,1 / Price: 15,98",B0D82XJDLM,2025-07-01,U6-ZP01-FHVD,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Retirement Candle - Funny Retirement Gift for Woman - Retired Gift Idea for Mom, Nurse, Teacher, Coworker & Friends - Scented Candle COG: 4,66 / Price: 15,98",B0D831XY4Y,2025-07-01,8G-IBWS-BHP3,2.0,,3196.0,,-1487.0,-1487.0,,,100.0,466.0,-1602.0,-932.0,-359.0,-359.0,107.0,-1123.0,-3852.0,,4653.0,22.0,909.0
"NewEleven Gifts for Book Lovers, Reading Accessories Gift, Bookish Gifts Candles for Women Her, Books Club Gift, Bookish Items Presents for Readers Librarians Bookworm - Reading Book Candle COG: 6,74 / Price: 17,98",B0D83SHR3X,2025-07-01,G3-8OQB-7E7S,,,,,,,,,,,,,,,,,,,,7.0,
"NewEleven Gifts for Women Friendship - Funny Gift for Friends Female - Unique Friendship Gifts for Women, Friend, Female, Bestie, BFF, Soul Sister, Work Bestie - Candle COG: 4,55 / Price: 17,98",B0D9L8P1XL,2025-07-01,1G-WJN6-34JP,4.0,,7192.0,,-2071.0,-2071.0,,,,,-3184.0,-182.0,117.0,117.0,1937.0,163.0,643.0,,2880.0,44.0,909.0
"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass COG: 2,23 / Price: 12,99",B0DCJM56W3,2025-07-01,SG-SV6L-3ILW,10.0,,1299.0,,-3197.0,-3197.0,,,,,-714.0,-223.0,423.0,423.0,2653.0,326.0,1897.0,,2461.0,49.0,2041.0
"NewEleven Gifts For Mom, New Mom – 2025 Pregnancy Gifts For First Time Mother, Pregnant, Expecting Mama, Mother To Be, Mama, Mommy To Be - 16 Oz Coffee Glass COG: 1,7 / Price: 12,99",B0DCJQ2SKV,2025-07-01,F5-C0C3-Z1JN,,,,,,,,,,,,,,,,,,,,22.0,
"NewEleven 1 Year Anni Gifts for Boyfriend, One Year Anniversary Candle for Men, Him, Husband - Happy Anniversary for Couple Bf Gifts - 8 Oz Cedar Candle COG: 4,89 / Price: 14,99",B0DFBX61CJ,2025-07-01,V8-5K55-AR6R,,,,,,,,,,,,,,,,,,,,9.0,
"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass COG: 2,11 / Price: 15,98",B0DGGDN9WS,2025-07-01,SZ-GAM6-6BB0,14.0,,22372.0,-16.0,-4153.0,-4153.0,,,,,-1053.0,-2954.0,4575.0,4575.0,7529.0,2045.0,15487.0,,1856.0,51.0,2745.0
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98",B0DGGDX9P5,2025-07-01,EI-6RN9-0Z0A,19.0,1.0,32262.0,-85.0,-9495.0,-9484.0,-11.0,526.0,,-1486.0,-14634.0,-3781.0,2781.0,2781.0,6562.0,862.0,7355.0,,2943.0,107.0,1776.0
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,45 / Price: 21,98",B0DH7PQ1RX,2025-07-01,7N-6OBC-K7DN,4.0,,7992.0,,-144.0,-144.0,,,,,-298.0,-138.0,2192.0,2192.0,3572.0,2743.0,15884.0,,1802.0,20.0,2000.0
"NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler COG: 3,31 / Price: 21,98",B0DH7X6R1J,2025-07-01,YJ-F5N3-DGJ5,12.0,2.0,26376.0,-33.0,-937.0,-9232.0,-138.0,1667.0,,-3753.0,-928.0,-3972.0,-329.0,-329.0,3643.0,-125.0,-828.0,,3552.0,68.0,1765.0
"NewEleven 50th Birthday Gifts For Her, Women - Vintage 1975 50th Birthday Decorations For Women - 50 Year Old Present Ideas For Wife, Mom, Grandma, Aunt, Friends, Female - 16 Oz Wine Glass COG: 4,26 / Price: 12,99",B0DH7Y6RDX,2025-07-01,IC-D6DJ-S9KY,6.0,1.0,7794.0,-66.0,,,,1667.0,,-1079.0,-4501.0,-2556.0,-408.0,-408.0,2148.0,-523.0,-1596.0,,,24.0,2500.0
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98",B0DH7YGD9Q,2025-07-01,EC-NYJH-0YZA,60.0,4.0,,-299.0,-36757.0,-36486.0,-271.0,667.0,6667.0,-6334.0,-44651.0,-1974.0,12099.0,12099.0,31181.0,1009.0,6129.0,,3066.0,193.0,3109.0
