State,Portfolio,Status,Budget type,Budget(USD),Budget start,Budget end,Campaign count,Impressions,Clicks,CTR,Spend(USD),CPC(USD),Orders,Sales(USD),ACOS,ROAS,NTB orders,% of orders NTB,NTB sales(USD),% of sales NTB,Viewable impressions,VCPM(USD)
,x I hate candles,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,642687,2495,0.0039,3368.95,1.35,295,4181.73,0.8056,1.2413,0,0,0.00,0,0,0.00
,SPONSORED BRAND,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,5488153,10000,0.0018,11565.16,1.16,796,14386.84,0.8039,1.244,0,0,0.00,0,0,0.00
,x B0CQK5M4FJ_COFFEE GLASS_K MONOGRAMMED,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,4668,20,0.0043,23.39,1.17,3,29.41,0.7953,1.2574,0,0,0.00,0,0,0.00
,x B0C5XPM2YZ_CANDLE_HAVING ME AS A DAUGHTER,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1076464,4155,0.0039,6402.44,1.54,491,8104.32,0.79,1.2658,0,0,0.00,0,0,0.00
,x B0B5T79Y6M_CANDLE_SENDING YOU A BIG HUG,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1121092,2425,0.0022,3664.46,1.51,290,4643.21,0.7892,1.2671,0,0,0.00,0,0,0.00
,B0F6M3X7LG_BIBLE JAR_READ THIS WHEN_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,359319,4745,0.0132,7661.90,1.61,594,9724.97,0.7879,1.2693,0,0,0.00,0,0,0.00
,x B0D1GG6SZ1_HAT_THAT WHAT I DO I FIX STUFF,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1526249,3724,0.0024,5448.98,1.46,361,6958.73,0.783,1.2771,0,0,0.00,0,0,0.00
,x B0BHWKY43D_COFFEE GLASS_MAMASAURUS,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1464887,6136,0.0042,9306.26,1.52,760,11895.87,0.7823,1.2783,0,0,0.00,0,0,0.00
,x B09791BS4W_TUMBLER 20_NEW ADVENTURE WHITE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1505724,3160,0.0021,6608.53,2.09,389,8481.96,0.7791,1.2835,0,0,0.00,0,0,0.00
,x B0B6BTRYHC_TUMBLER 20_NANA NUTRITION WHITE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,3076713,16652,0.0054,31945.05,1.92,2091,41023.83,0.7787,1.2842,0,0,0.00,0,0,0.00
,x launch,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,118214,1013,0.0086,1562.10,1.54,107,2013.86,0.7757,1.2892,0,0,0.00,0,0,0.00
,B0F2T6J36X_CARD_MOM TRUMP_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,888666,3998,0.0045,4132.95,1.03,555,5340.74,0.7739,1.2922,0,0,0.00,0,0,0.00
,B0F59S997T_CARD_DADDYSAURUS_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,649589,933,0.0014,1145.64,1.23,149,1481.88,0.7731,1.2935,0,0,0.00,0,0,0.00
,x B0C9C5ZFTG_COFFEE GLASS_TEACHER PLANT SEEDS,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,446237,2339,0.0052,3414.24,1.46,240,4423.50,0.7718,1.2956,0,0,0.00,0,0,0.00
,B0BHWDNYVL_COFFEE GLASS_MOM NUTRITION_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,2695916,16573,0.0061,21774.14,1.31,1625,28270.45,0.7702,1.2984,0,0,0.00,0,0,0.00
,x B0C1SN5WVQ_COFFEE GLASS_MILF EST 2023,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,184124,2160,0.0117,4035.64,1.87,279,5242.42,0.7698,1.299,0,0,0.00,0,0,0.00
,x B08ZKX6YK9_TUMBLER 20_MOM UGLY WHITE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,23681844,56874,0.0024,115377.45,2.03,6301,151493.26,0.7616,1.313,0,0,0.00,0,0,0.00
,B0DJXZ36VG_ORNAMENT_SISTER GLASS_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,331850,1993,0.006,2759.91,1.38,306,3626.85,0.761,1.3141,0,0,0.00,0,0,0.00
,B097B9SY89_TUMBLER 20_DAD NUTRITION BLACK_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,14133612,80493,0.0057,124777.23,1.55,7099,164045.75,0.7606,1.3147,0,0,0.00,0,0,0.00
,B0DWN2GX75_TUMBLER 20_NURSE DIFFERENCE YOU MAKE  WHITE_THILE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,745269,3789,0.0051,6207.98,1.64,372,8182.94,0.7586,1.3181,0,0,0.00,0,0,0.00
,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,233940,1067,0.0046,2016.96,1.89,230,2663.91,0.7571,1.3208,0,0,0.00,0,0,0.00
,x B0B4WLVWTF_WINE GLASS_VINTAGE 1972,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1068460,3675,0.0034,9772.27,2.66,506,12979.46,0.7529,1.3282,0,0,0.00,0,0,0.00
,TEST ASIN COMBINED,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,49368,445,0.009,1026.89,2.31,72,1369.52,0.7498,1.3337,0,0,0.00,0,0,0.00
,B095S16WV3_TUMBLER 20_WISE WOMEN WHITE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,210525,1329,0.0063,2804.88,2.11,167,3746.84,0.7486,1.3358,0,0,0.00,0,0,0.00
,B0BDLH8KX3_COFFEE GLASS_WIFEY_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,3917659,15704,0.004,26156.84,1.67,2001,35070.05,0.7458,1.3408,0,0,0.00,0,0,0.00
,x B0BZW79FM9_CANDLE_BEST FUCKING FRIEND EVER,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,48282,55,0.0011,112.73,2.05,9,152.82,0.7377,1.3556,0,0,0.00,0,0,0.00
,B0F2TB3Q7Q_CARD_WHO STILL NEEDS HER MOM_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,46983,419,0.0089,371.18,0.89,53,506.46,0.7329,1.3645,0,0,0.00,0,0,0.00
,x B0BYDDYBYW_COFFEE GLASS_ITS TOO PEOPLEY OUTSIDE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,207222,901,0.0043,1137.20,1.26,85,1558.20,0.7298,1.3702,0,0,0.00,0,0,0.00
,TEST PLACEMENT,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,44477,242,0.0054,383.99,1.59,27,526.46,0.7294,1.371,0,0,0.00,0,0,0.00
,B0CG8N67SJ_TUMBLER 20_MY FAVORITE CHILD + DAD NUTRITION NAVY_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,17269096,117814,0.0068,202409.24,1.72,13107,277789.13,0.7286,1.3724,0,0,0.00,0,0,0.00
,B0F7WVKZ6F_BIBLE JAR_GRANDPA_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,87719,895,0.0102,1519.06,1.70,107,2087.81,0.7276,1.3744,0,0,0.00,0,0,0.00
,x B0C5CDG435_HAT_TRUCKER HAT UNCLE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,374817,1114,0.003,2419.47,2.17,244,3339.45,0.7245,1.3802,0,0,0.00,0,0,0.00
,B0CKYL86S1_BEER GLASS_YOU ARE AWESOME_NGAN,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1152948,2708,0.0023,3867.15,1.43,311,5339.84,0.7242,1.3808,0,0,0.00,0,0,0.00
,x B0DG8Y15PG_ORNAMENT_CHANCE MADE US COLLEAGUES GLASS,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,148443,1295,0.0087,1847.85,1.43,174,2558.38,0.7223,1.3845,0,0,0.00,0,0,0.00
,x B09S8QLC8H_TUMBLER 20_OTHER SISTERS GREEN PURPLE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,6337122,15857,0.0025,29976.21,1.89,1929,41515.40,0.7221,1.3849,0,0,0.00,0,0,0.00
,B0F13S4HSG_BIBLE JAR_SISTER_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,619599,5426,0.0088,8328.28,1.53,634,11541.07,0.7216,1.3858,0,0,0.00,0,0,0.00
,x B0DLV9V243_ORNAMENT_YOU ARE AWESOME GLASS_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,152126,328,0.0022,514.28,1.57,54,715.26,0.719,1.3908,0,0,0.00,0,0,0.00
,B0CBJQZCFY_COFFEE GLASS_A JOB MADE US COWORKER_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,517472,3748,0.0072,4500.77,1.20,363,6295.70,0.7149,1.3988,0,0,0.00,0,0,0.00
,x B0C9C65GXR_COFFEE GLASS_THE ONE WHERE I'M THE BRIDE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,931004,3150,0.0034,5463.24,1.73,459,7644.87,0.7146,1.3993,0,0,0.00,0,0,0.00
,x B097BKVM35_TUMBLER 2O_CAT BETTER LIFE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1056663,3847,0.0036,5894.32,1.53,364,8388.18,0.7027,1.4231,0,0,0.00,0,0,0.00
,B0C1BS7BV8_COFFEE GLASS_HEART_TRINH,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,340735,1492,0.0044,850.14,0.57,89,1210.14,0.7025,1.4235,0,0,0.00,0,0,0.00
,x B0CRDCNJ39_TUMBLER 20_FORTY THE ULTIMATED F WORLD BLACK,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,36739,100,0.0027,214.17,2.14,15,305.70,0.7006,1.4274,0,0,0.00,0,0,0.00
,B0F2TDKZ4N_CARD_BEING MY MOTHER IS REALLY THE ONLY_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,92021,327,0.0036,321.62,0.98,51,461.47,0.6969,1.4348,0,0,0.00,0,0,0.00
,x B0C2TJY1XL_COFFEE GLASS_WISE WOMEN,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,796115,2244,0.0028,2845.44,1.27,261,4096.63,0.6946,1.4397,0,0,0.00,0,0,0.00
,x B0BHVNXBS6_COFFEE GLASS_FINALLY 21,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1487659,4053,0.0027,6791.07,1.68,534,9792.10,0.6935,1.4419,0,0,0.00,0,0,0.00
,B0D1GH6WJ6_TUMBLER 20_STRAIGHT OUTTA MY THIRTIES BLACK_NGAN,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,908389,1089,0.0012,2644.22,2.43,208,3834.63,0.6896,1.4502,0,0,0.00,0,0,0.00
,B0BC8WBYW7_COFFEE GLASS_BEST SISTER EVER,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1150256,4355,0.0038,7687.53,1.77,568,11181.08,0.6875,1.4544,0,0,0.00,0,0,0.00
,x B0B425H79X_COFFEE GLASS_VINTAGE 1982,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1353733,3816,0.0028,9436.99,2.47,699,13764.12,0.6856,1.4585,0,0,0.00,0,0,0.00
,x B0B9SC1JMN_COFFEE GLASS_YOURE THE SISTER I GOT TO CHOOSE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,4903930,18740,0.0038,28090.00,1.50,2009,41194.54,0.6819,1.4665,0,0,0.00,0,0,0.00
,x B0DJY79JYZ_ORNAMENT_PET - MY FIRST CHRISTMAS ACRYLIC_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,139233,1079,0.0077,1671.80,1.55,224,2466.55,0.6778,1.4754,0,0,0.00,0,0,0.00
,x B0BRCF697N_COFFEE GLASS_MRS,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1836781,6068,0.0033,9536.79,1.57,784,14085.00,0.6771,1.4769,0,0,0.00,0,0,0.00
,B0CRKT6RVB_TUMBLER 20_GRANDPASAURUS + GRANDPA NUTRITION NAVY_THILE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,266491,1473,0.0055,3487.85,2.37,275,5172.08,0.6744,1.4829,0,0,0.00,0,0,0.00
,x B0D3HMQK45_WINE GLASS_RETIRED 2024 NOT MY PROBLEM ANYMORE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,728093,3279,0.0045,7093.15,2.16,535,10527.62,0.6738,1.4842,0,0,0.00,0,0,0.00
,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,644777,5137,0.008,8484.89,1.65,1151,12594.86,0.6737,1.4844,0,0,0.00,0,0,0.00
,B0DGGDN9WS_COFFEE GLASS_VINTAGE 1995 + BACK IN 1995_THILE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,536867,6987,0.013,10913.23,1.56,892,16202.25,0.6736,1.4846,0,0,0.00,0,0,0.00
,x NEW MOM DAD,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,3873110,4910,0.0013,12566.52,2.56,782,18953.55,0.663,1.5083,0,0,0.00,0,0,0.00
,x B0CLYRNFBT_TUMBLER 20_WEIRD BEING + OLD LIVES  MATTER BLACK_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1816818,3334,0.0018,5960.85,1.79,509,8999.58,0.6623,1.5098,0,0,0.00,0,0,0.00
,B0DLT3SDLB_ORNAMENT_IN MY BOY MOM ERA CERAMIC_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,197868,1121,0.0057,2146.50,1.91,264,3240.86,0.6623,1.5098,0,0,0.00,0,0,0.00
,B0D39T2MVK_COFFEE GLASS_IN MY 21ST BIRTHDAY ERA_THILE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,239542,1048,0.0044,1562.65,1.49,165,2365.02,0.6607,1.5135,0,0,0.00,0,0,0.00
,B0CCDLWRTD_COFFEE GLASS_BOOKED WEEKEND_THILE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,151213,721,0.0048,970.30,1.35,102,1470.76,0.6597,1.5158,0,0,0.00,0,0,0.00
,x B0DJT3P5FK_ORNAMENT_50TH & FABULOUS GLASS,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,72943,620,0.0085,1242.48,2.00,136,1883.54,0.6597,1.516,0,0,0.00,0,0,0.00
,B0F59YJV71_CARD_NO ONE WATCHES TV_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,188415,2488,0.0132,2250.45,0.90,353,3413.69,0.6592,1.5169,0,0,0.00,0,0,0.00
,B0CKYJ8WLN_TUMBLER 20_MY FAVORITE GRANDCHILD + GRANDPA NUTRITION NAVY_NGUYEN,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1267308,7028,0.0055,12611.34,1.79,1019,19215.63,0.6563,1.5237,0,0,0.00,0,0,0.00
,x B0C9BZT9D8_COFFEE GLASS_TALK THIRTY TO ME,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1026221,1427,0.0014,2397.14,1.68,230,3656.62,0.6556,1.5254,0,0,0.00,0,0,0.00
,B0F7LL1VLP_CARD_CAT DAD_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,292056,2273,0.0078,2542.39,1.12,350,3879.95,0.6553,1.5261,0,0,0.00,0,0,0.00
,B0F59Z29ZR_CARD_TO MY GRANDPA_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,214512,1057,0.0049,1090.98,1.03,156,1672.28,0.6524,1.5328,0,0,0.00,0,0,0.00
,B0F59S8H6T_CARD_YOU'RE AN AWESOME DAD_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,593835,4254,0.0072,4284.58,1.01,550,6594.61,0.6497,1.5392,0,0,0.00,0,0,0.00
,x B0CKYMTG4J_COFFEE GLASS_AUNTIESAURUS LIKE A NORMAL AUNT_NGAN,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,209385,1765,0.0084,2962.25,1.68,230,4576.42,0.6473,1.5449,0,0,0.00,0,0,0.00
,B08ZKZ1FJK_TUMBLER 20_DAD UGLY BLACK_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,32598277,95079,0.0029,169113.73,1.78,11214,261708.84,0.6462,1.5475,0,0,0.00,0,0,0.00
,x B0CT8N6CSJ_TUMBLER 20_VINTAGE 1944 + WEIRD BEING OLD PEOPLE BLACK,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,818784,1852,0.0023,4074.26,2.20,311,6318.06,0.6449,1.5507,0,0,0.00,0,0,0.00
,B0CJX4XSXB_TUMBLER 20_MAMASAURUS + MOM NUTRITION WHITE_NGUYEN,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,6016642,26664,0.0044,47048.26,1.76,3501,72984.48,0.6446,1.5513,0,0,0.00,0,0,0.00
,x B0C5JDHHTK_TUMBLER 20_QUITTER PURPLE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,217854,651,0.003,880.68,1.35,71,1368.58,0.6435,1.554,0,0,0.00,0,0,0.00
,x B0BHVYX576_COFFEE GLASS_YOU ARE AWESOME,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,111580,696,0.0062,795.73,1.14,74,1238.08,0.6427,1.5559,0,0,0.00,0,0,0.00
,B0CM5RJ8VD_TUMBLER 20_MY FAVORITE CHILD + DAD NUTRITION BLACK_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,2115118,10704,0.0051,18023.67,1.68,1318,28053.81,0.6425,1.5565,0,0,0.00,0,0,0.00
,B0CYSTZG5R_COFFEE GLASS_IN MY BRIDE ERA_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1141837,5352,0.0047,9926.93,1.85,964,15480.34,0.6413,1.5594,0,0,0.00,0,0,0.00
,B088GX79HT_TUMBLER 20_DADDYSAURUS BLACK,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,39624291,85661,0.0022,137337.61,1.60,9301,214197.23,0.6412,1.5596,0,0,0.00,0,0,0.00
,"B0F2TC6CP7_CARD_MOM, THANKS FOR SHARING YOUR DNA_Linh",PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,160840,755,0.0047,558.96,0.74,98,872.00,0.641,1.56,0,0,0.00,0,0,0.00
,B0F59X5XB6_CARD_DEAR DAD FAVORITE CHILD_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,322358,2398,0.0074,2402.59,1.00,332,3760.00,0.639,1.565,0,0,0.00,0,0,0.00
,B0CZDV6J3V_COFFEE GLASS_A WELL-READ WOMAN_THILE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,576587,4336,0.0075,6040.42,1.39,570,9467.25,0.638,1.5673,0,0,0.00,0,0,0.00
,B0D1K731RT_COFFEE GLASS_IN MY GIRL MOM ERA_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,591424,4871,0.0082,8813.74,1.81,810,13851.56,0.6363,1.5716,0,0,0.00,0,0,0.00
,x B0CM5QBW1Z_WINE GLASS_LIMITED EDITION 1974,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,2293940,7680,0.0033,13931.47,1.81,1058,22055.01,0.6317,1.5831,0,0,0.00,0,0,0.00
,x B0CDLQQR6L_TUMBLER 20_WEIRD BEING OLD PEOPLE NAVY,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,2905889,3643,0.0013,5768.57,1.58,465,9176.51,0.6286,1.5908,0,0,0.00,0,0,0.00
,x B0BZVBXMSH_COFFEE GLASS_COWORKER,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1391378,5218,0.0038,6084.07,1.17,533,9680.30,0.6285,1.5911,0,0,0.00,0,0,0.00
,B0DLVSLFY6_ORNAMENT_IN MY GIRL MOM ERA CERAMIC_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,410389,805,0.002,1638.13,2.03,206,2606.81,0.6284,1.5913,0,0,0.00,0,0,0.00
,B0D5YHG24C_TUMBLER 12_IN MY FIFTIES ERA_NGAN,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1601774,2069,0.0013,4298.98,2.08,375,6858.98,0.6268,1.5955,0,0,0.00,0,0,0.00
,B0CXXG46HR_TUMBLER 14OZ_MY FAVORITE CHILD + DAD NUTRITION NAVY_THILE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,198730,1308,0.0066,2353.57,1.80,197,3756.72,0.6265,1.5962,0,0,0.00,0,0,0.00
,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,435037,1648,0.0038,3063.61,1.86,400,4895.40,0.6258,1.5979,0,0,0.00,0,0,0.00
,B0F59X7WSH_CARD_SON_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,457189,3435,0.0075,3062.26,0.89,388,4924.28,0.6219,1.6081,0,0,0.00,0,0,0.00
,B0DYDZFRZD_TUMBLER 20_BIG HEART LITTLE MINDS + TEACHER NUTRITION_NGAN,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,821066,4040,0.0049,7741.73,1.92,447,12472.50,0.6207,1.6111,0,0,0.00,0,0,0.00
,B0B9SF2R4R_COFFEE GLASS_MAMA NEED A COFFEE_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,5602811,19012,0.0034,26798.33,1.41,2596,43361.21,0.618,1.6181,0,0,0.00,0,0,0.00
,B0D9L8P1XL_CANDLE_I HATE EVERYONE EXCEPT US GLASS_TRINH,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,554399,4709,0.0085,5707.12,1.21,508,9285.94,0.6146,1.6271,0,0,0.00,0,0,0.00
,B0DCJM56W3_COFFEE GLASS_MOM EST 2025_TRINH,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,965360,6138,0.0064,10595.94,1.73,982,17278.02,0.6133,1.6306,0,0,0.00,0,0,0.00
,x B0B9SKGQWF_COFFEE GLASS_YOU GOT THIS,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1729962,6217,0.0036,8876.68,1.43,790,14548.30,0.6102,1.6389,0,0,0.00,0,0,0.00
,x B0CKYM1F5V_BEER GLASS_OLD LIVE  MATTER_THILE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,46413,231,0.005,250.38,1.08,33,411.54,0.6084,1.6437,0,0,0.00,0,0,0.00
,B0F7LJYVN5_CARD_DOG DAD_Linh,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,815258,5672,0.007,6875.56,1.21,919,11348.73,0.6058,1.6506,0,0,0.00,0,0,0.00
,x B09B9PKM9M_TUMBLER 20_BRIDE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,6610744,17783,0.0027,31384.00,1.76,2158,51872.20,0.605,1.6528,0,0,0.00,0,0,0.00
,B0CDLQGPKC_TUMBLER 20_WEIRD BEING OLD PEOPLE BLACK_THILE,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,19600938,37425,0.0019,73293.83,1.96,6014,121755.28,0.602,1.6612,0,0,0.00,0,0,0.00
,x GLASS_CAT MAMA,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,1491264,5668,0.0038,7622.77,1.34,733,12663.40,0.602,1.6613,0,0,0.00,0,0,0.00
,x B0B7N8PWN3_TUMBLER 20_21 WITH 29 YEARS EXPERIENCE BLACK,PORTFOLIO_STATUS_ENABLED,NO_CAP,,,,,4311128,5678,0.0013,10232.82,1.80,776,17008.98,0.6016,1.6622,0,0,0.00,0,0,0.00
